Time (s),Section,Text,Anger Score,RMS,Brightness,Motion
608.8,,,0.4855,0.154127,30.400999,5.037831
608.9,,,0.4855,0.156199,30.400999,5.029900
609.0,,,0.4856,0.158272,30.400999,5.021968
609.1,,,0.4856,0.156532,30.400999,4.744447
609.2,,,0.4856,0.154792,30.400999,4.466926
609.3,,,0.4856,0.153053,30.400999,4.189405
609.4,,,0.4856,0.151313,30.400999,3.911883
609.5,,,0.4856,0.149573,30.400999,3.634362
609.6,,,0.4856,0.147834,30.400999,3.356841
609.7,,,0.4857,0.146094,30.400999,3.079319
609.8,,,0.4857,0.144355,30.400999,2.801798
609.9,,,0.4857,0.142615,30.400999,2.524277
610.0,,,0.4857,0.140875,30.400999,2.246755
610.1,,,0.4857,0.141424,30.400999,2.565079
610.2,,,0.4857,0.141972,30.400999,2.883402
610.3,,,0.4857,0.142520,30.400999,3.201726
610.4,,,0.4857,0.143068,30.400999,3.520049
610.5,,,0.4858,0.143616,30.400999,3.838373
610.6,,,0.4858,0.144164,30.400999,4.156696
610.7,,,0.4858,0.144713,30.400999,4.475020
610.8,,,0.4858,0.145261,30.400999,4.793343
610.9,,,0.4858,0.145809,30.400999,5.111667
611.0,,,0.4858,0.146357,30.400999,5.429990
611.1,,,0.4858,0.143851,30.400999,5.764700
611.2,,,0.4859,0.141345,30.400999,6.099409
611.3,,,0.4859,0.138839,30.400999,6.434119
611.4,,,0.4859,0.136333,30.400999,6.768828
611.5,,,0.4859,0.133827,30.400999,7.103538
611.6,,,0.4859,0.131321,30.400999,7.438248
611.7,,,0.4859,0.128815,30.400999,7.772957
611.8,,,0.4859,0.126309,30.400999,8.107667
611.9,,,0.4860,0.123804,30.400999,8.442376
612.0,,,0.4860,0.121298,30.400999,8.777086
612.1,,,0.4860,0.119733,30.400999,8.408032
612.2,,,0.4860,0.118169,30.400999,8.038978
612.3,,,0.4860,0.116605,30.400999,7.669924
612.4,,,0.4860,0.115041,30.400999,7.300869
612.5,,,0.4860,0.113476,30.400999,6.931815
612.6,,,0.4860,0.111912,30.400999,6.562761
612.7,,,0.4861,0.110348,30.400999,6.193707
612.8,,,0.4861,0.108784,30.400999,5.824653
612.9,,,0.4861,0.107220,30.400999,5.455599
613.0,,,0.4861,0.105655,30.400999,5.086544
613.1,,,0.4861,0.104974,30.400999,4.811246
613.2,,,0.4861,0.104293,30.400999,4.535947
613.3,,,0.4861,0.103612,30.400999,4.260648
613.4,,,0.4862,0.102931,30.400999,3.985349
613.5,,,0.4862,0.102250,30.400999,3.710050
613.6,,,0.4862,0.101569,30.400999,3.434751
613.7,,,0.4862,0.100888,30.400999,3.159452
613.8,,,0.4862,0.100207,30.400999,2.884153
613.9,,,0.4862,0.099526,30.400999,2.608854
614.0,,,0.4862,0.098845,30.400999,2.333556
614.1,,,0.4863,0.099832,30.400999,2.340313
614.2,,,0.4863,0.100818,30.400999,2.347071
614.3,,,0.4863,0.101804,30.400999,2.353829
614.4,,,0.4863,0.102791,30.400999,2.360587
614.5,,,0.4863,0.103777,30.400999,2.367345
614.6,,,0.4863,0.104763,30.400999,2.374103
614.7,,,0.4863,0.105749,30.400999,2.380861
614.8,,,0.4863,0.106736,30.400999,2.387619
614.9,,,0.4864,0.107722,30.400999,2.394377
615.0,,,0.4864,0.108708,30.400999,2.401135
615.1,,,0.4864,0.106268,30.400999,2.392512
615.2,,,0.4864,0.103829,30.400999,2.383888
615.3,,,0.4864,0.101389,30.400999,2.375264
615.4,,,0.4864,0.098949,30.400999,2.366641
615.5,,,0.4864,0.096509,30.400999,2.358017
615.6,,,0.4865,0.094070,30.400999,2.349394
615.7,,,0.4865,0.091630,30.400999,2.340770
615.8,,,0.4865,0.089190,30.400999,2.332146
615.9,,,0.4865,0.086750,30.400999,2.323523
616.0,,,0.4865,0.084311,30.400999,2.314899
616.1,,,0.4865,0.083797,30.400999,2.105037
616.2,,,0.4865,0.083283,30.400999,1.895175
616.3,,,0.4865,0.082769,30.400999,1.685313
616.4,,,0.4866,0.082255,30.400999,1.475451
616.5,,,0.4866,0.081741,30.400999,1.265589
616.6,,,0.4866,0.081226,30.400999,1.055727
616.7,,,0.4866,0.080712,30.400999,0.845865
616.8,,,0.4866,0.080198,30.400999,0.636003
616.9,,,0.4866,0.079684,30.400999,0.426141
617.0,,,0.4866,0.079170,30.400999,0.216279
617.1,,,0.4867,0.082606,30.400999,0.216323
617.2,,,0.4867,0.086042,30.400999,0.216367
617.3,,,0.4867,0.089478,30.400999,0.216411
617.4,,,0.4867,0.092913,30.400999,0.216455
617.5,,,0.4867,0.096349,30.400999,0.216499
617.6,,,0.4867,0.099785,30.400999,0.216543
617.7,,,0.4867,0.103221,30.400999,0.216587
617.8,,,0.4868,0.106656,30.400999,0.216631
617.9,,,0.4868,0.110092,30.400999,0.216675
618.0,,,0.4868,0.113528,30.400999,0.216719
618.1,,,0.4868,0.112812,30.400999,0.398723
618.2,,,0.4868,0.112096,30.400999,0.580727
618.3,,,0.4868,0.111380,30.400999,0.762731
618.4,,,0.4868,0.110664,30.400999,0.944736
618.5,,,0.4868,0.109948,30.400999,1.126740
618.6,,,0.4869,0.109232,30.400999,1.308744
618.7,,,0.4869,0.108516,30.400999,1.490748
618.8,,,0.4869,0.107800,30.400999,1.672753
618.9,,,0.4869,0.107084,30.400999,1.854757
619.0,,,0.4869,0.106368,30.400999,2.036761
619.1,,,0.4869,0.105519,30.400999,1.889828
619.2,,,0.4869,0.104670,30.400999,1.742895
619.3,,,0.4870,0.103821,30.400999,1.595961
619.4,,,0.4870,0.102972,30.400999,1.449028
619.5,,,0.4870,0.102122,30.400999,1.302094
619.6,,,0.4870,0.101273,30.400999,1.155161
619.7,,,0.4870,0.100424,30.400999,1.008228
619.8,,,0.4870,0.099575,30.400999,0.861294
619.9,,,0.4870,0.098726,30.400999,0.714361
620.0,,,0.4871,0.097877,30.400999,0.567427
620.1,,,0.4871,0.093958,30.400999,0.799299
620.2,,,0.4871,0.090039,30.400999,1.031171
620.3,,,0.4871,0.086120,30.400999,1.263042
620.4,,,0.4871,0.082202,30.400999,1.494914
620.5,,,0.4871,0.078283,30.400999,1.726785
620.6,,,0.4871,0.074364,30.400999,1.958657
620.7,,,0.4871,0.070445,30.400999,2.190528
620.8,,,0.4872,0.066526,30.400999,2.422400
620.9,,,0.4872,0.062607,30.400999,2.654272
621.0,,,0.4872,0.058688,30.400999,2.886143
621.1,,,0.4872,0.059976,30.400999,3.046442
621.2,,,0.4872,0.061263,30.400999,3.206740
621.3,,,0.4872,0.062551,30.400999,3.367039
621.4,,,0.4872,0.063838,30.400999,3.527337
621.5,,,0.4873,0.065126,30.400999,3.687636
621.6,,,0.4873,0.066413,30.400999,3.847934
621.7,,,0.4873,0.067701,30.400999,4.008233
621.8,,,0.4873,0.068989,30.400999,4.168532
621.9,,,0.4873,0.070276,30.400999,4.328830
622.0,,,0.4873,0.071564,30.400999,4.489129
622.1,,,0.4873,0.072170,30.400999,4.045028
622.2,,,0.4873,0.072775,30.400999,3.600927
622.3,,,0.4874,0.073381,30.400999,3.156826
622.4,,,0.4874,0.073987,30.400999,2.712725
622.5,,,0.4874,0.074593,30.400999,2.268624
622.6,,,0.4874,0.075199,30.400999,1.824523
622.7,,,0.4874,0.075805,30.400999,1.380422
622.8,,,0.4874,0.076411,30.400999,0.936321
622.9,,,0.4874,0.077017,30.400999,0.492220
623.0,,,0.4875,0.077623,30.400999,0.048119
623.1,,,0.4875,0.075256,30.400999,0.049849
623.2,,,0.4875,0.072888,30.400999,0.051580
623.3,,,0.4875,0.070521,30.400999,0.053310
623.4,,,0.4875,0.068153,30.400999,0.055041
623.5,,,0.4875,0.065786,30.400999,0.056771
623.6,,,0.4875,0.063418,30.400999,0.058501
623.7,,,0.4876,0.061051,30.400999,0.060232
623.8,,,0.4876,0.058684,30.400999,0.061962
623.9,,,0.4876,0.056316,30.400999,0.063692
624.0,,,0.4876,0.053949,30.400999,0.065423
624.1,,,0.4876,0.057404,30.400999,0.061950
624.2,,,0.4876,0.060859,30.400999,0.058476
624.3,,,0.4876,0.064313,30.400999,0.055003
624.4,,,0.4876,0.067768,30.400999,0.051530
624.5,,,0.4877,0.071223,30.400999,0.048056
624.6,,,0.4877,0.074678,30.400999,0.044583
624.7,,,0.4877,0.078133,30.400999,0.041110
624.8,,,0.4877,0.081588,30.400999,0.037636
624.9,,,0.4877,0.085043,30.400999,0.034163
625.0,,,0.4877,0.088498,30.400999,0.030690
625.1,,,0.4877,0.086213,30.400999,0.882997
625.2,,,0.4878,0.083929,30.400999,1.735304
625.3,,,0.4878,0.081645,30.400999,2.587611
625.4,,,0.4878,0.079360,30.400999,3.439918
625.5,,,0.4878,0.077076,30.400999,4.292225
625.6,,,0.4878,0.074792,30.400999,5.144532
625.7,,,0.4878,0.072507,30.400999,5.996839
625.8,,,0.4878,0.070223,30.400999,6.849146
625.9,,,0.4879,0.067939,30.400999,7.701453
626.0,,,0.4879,0.065654,30.400999,8.553760
626.1,,,0.4879,0.059995,30.400999,7.699679
626.2,,,0.4879,0.054335,30.400999,6.845597
626.3,,,0.4879,0.048676,30.400999,5.991516
626.4,,,0.4879,0.043016,30.400999,5.137434
626.5,,,0.4879,0.037357,30.400999,4.283353
626.6,,,0.4879,0.031697,30.400999,3.429271
626.7,,,0.4880,0.026037,30.400999,2.575190
626.8,,,0.4880,0.020378,30.400999,1.721108
626.9,,,0.4880,0.014718,30.400999,0.867027
627.0,,,0.4880,0.009059,30.400999,0.012945
627.1,,,0.4880,0.008755,30.400999,0.561792
627.2,,,0.4880,0.008451,30.400999,1.110640
627.3,,,0.4880,0.008147,30.400999,1.659487
627.4,,,0.4881,0.007843,30.400999,2.208334
627.5,,,0.4881,0.007540,30.400999,2.757181
627.6,,,0.4881,0.007236,30.400999,3.306028
627.7,,,0.4881,0.006932,30.400999,3.854875
627.8,,,0.4881,0.006628,30.400999,4.403722
627.9,,,0.4881,0.006324,30.400999,4.952570
628.0,,,0.4881,0.006020,30.400999,5.501417
628.1,,,0.4881,0.009209,30.400999,5.033761
628.2,,,0.4882,0.012398,30.400999,4.566106
628.3,,,0.4882,0.015587,30.400999,4.098451
628.4,,,0.4882,0.018776,30.400999,3.630796
628.5,,,0.4882,0.021964,30.400999,3.163141
628.6,,,0.4882,0.025153,30.400999,2.695485
628.7,,,0.4882,0.028342,30.400999,2.227830
628.8,,,0.4882,0.031531,30.400999,1.760175
628.9,,,0.4883,0.034719,30.400999,1.292520
629.0,,,0.4883,0.037908,30.400999,0.824865
629.1,,,0.4883,0.037207,30.400999,0.747475
629.2,,,0.4883,0.036506,30.400999,0.670085
629.3,,,0.4883,0.035805,30.400999,0.592695
629.4,,,0.4883,0.035105,30.400999,0.515306
629.5,,,0.4883,0.034404,30.400999,0.437916
629.6,,,0.4884,0.033703,30.400999,0.360526
629.7,,,0.4884,0.033002,30.400999,0.283136
629.8,,,0.4884,0.032301,30.400999,0.205747
629.9,,,0.4884,0.031600,30.400999,0.128357
630.0,,,0.4884,0.030899,30.400999,0.050967
630.1,,,0.4884,0.032004,30.400999,0.047549
630.2,,,0.4884,0.033110,30.400999,0.044130
630.3,,,0.4884,0.034215,30.400999,0.040712
630.4,,,0.4885,0.035320,30.400999,0.037293
630.5,,,0.4885,0.036426,30.400999,0.033874
630.6,,,0.4885,0.037531,30.400999,0.030456
630.7,,,0.4885,0.038636,30.400999,0.027037
630.8,,,0.4885,0.039742,30.400999,0.023619
630.9,,,0.4885,0.040847,30.400999,0.020200
631.0,,,0.4885,0.041952,30.400999,0.016782
631.1,,,0.4886,0.043373,30.400999,0.048057
631.2,,,0.4886,0.044794,30.400999,0.079332
631.3,,,0.4886,0.046215,30.400999,0.110607
631.4,,,0.4886,0.047636,30.400999,0.141883
631.5,,,0.4886,0.049056,30.400999,0.173158
631.6,,,0.4886,0.050477,30.400999,0.204433
631.7,,,0.4886,0.051898,30.400999,0.235708
631.8,,,0.4887,0.053319,30.400999,0.266984
631.9,,,0.4887,0.054739,30.400999,0.298259
632.0,,,0.4887,0.056160,30.400999,0.329534
632.1,,,0.4887,0.055731,30.400999,0.353432
632.2,,,0.4887,0.055303,30.400999,0.377331
632.3,,,0.4887,0.054874,30.400999,0.401229
632.4,,,0.4887,0.054445,30.400999,0.425127
632.5,,,0.4887,0.054017,30.400999,0.449026
632.6,,,0.4888,0.053588,30.400999,0.472924
632.7,,,0.4888,0.053159,30.400999,0.496823
632.8,,,0.4888,0.052731,30.400999,0.520721
632.9,,,0.4888,0.052302,30.400999,0.544619
633.0,,,0.4888,0.051873,30.400999,0.568518
633.1,,,0.4888,0.050673,30.400999,1.033738
633.2,,,0.4888,0.049472,30.400999,1.498959
633.3,,,0.4889,0.048271,30.400999,1.964180
633.4,,,0.4889,0.047071,30.400999,2.429400
633.5,,,0.4889,0.045870,30.400999,2.894621
633.6,,,0.4889,0.044669,30.400999,3.359841
633.7,,,0.4889,0.043468,30.400999,3.825062
633.8,,,0.4889,0.042268,30.400999,4.290283
633.9,,,0.4889,0.041067,30.400999,4.755503
634.0,,,0.4889,0.039866,30.400999,5.220724
634.1,,,0.4890,0.038785,30.400999,4.717772
634.2,,,0.4890,0.037704,30.400999,4.214820
634.3,,,0.4890,0.036622,30.400999,3.711868
634.4,,,0.4890,0.035541,30.400999,3.208916
634.5,,,0.4890,0.034460,30.400999,2.705963
634.6,,,0.4890,0.033378,30.400999,2.203011
634.7,,,0.4890,0.032297,30.400999,1.700059
634.8,,,0.4891,0.031216,30.400999,1.197107
634.9,,,0.4891,0.030134,30.400999,0.694155
635.0,,,0.4891,0.029053,30.400999,0.191203
635.1,,,0.4891,0.028980,30.400999,0.184900
635.2,,,0.4891,0.028906,30.400999,0.178597
635.3,,,0.4891,0.028833,30.400999,0.172294
635.4,,,0.4891,0.028760,30.400999,0.165991
635.5,,,0.4892,0.028686,30.400999,0.159689
635.6,,,0.4892,0.028613,30.400999,0.153386
635.7,,,0.4892,0.028540,30.400999,0.147083
635.8,,,0.4892,0.028466,30.400999,0.140780
635.9,,,0.4892,0.028393,30.400999,0.134477
636.0,,,0.4892,0.028320,30.400999,0.128174
636.1,,,0.4892,0.030911,30.400999,0.137643
636.2,,,0.4892,0.033502,30.400999,0.147112
636.3,,,0.4893,0.036093,30.400999,0.156581
636.4,,,0.4893,0.038684,30.400999,0.166050
636.5,,,0.4893,0.041275,30.400999,0.175519
636.6,,,0.4893,0.043866,30.400999,0.184988
636.7,,,0.4893,0.046457,30.400999,0.194457
636.8,,,0.4893,0.049049,30.400999,0.203926
636.9,,,0.4893,0.051640,30.400999,0.213395
637.0,,,0.4894,0.054231,30.400999,0.222864
637.1,,,0.4894,0.051391,30.400999,0.224601
637.2,,,0.4894,0.048551,30.400999,0.226338
637.3,,,0.4894,0.045711,30.400999,0.228076
637.4,,,0.4894,0.042872,30.400999,0.229813
637.5,,,0.4894,0.040032,30.400999,0.231550
637.6,,,0.4894,0.037192,30.400999,0.233287
637.7,,,0.4895,0.034352,30.400999,0.235024
637.8,,,0.4895,0.031512,30.400999,0.236761
637.9,,,0.4895,0.028672,30.400999,0.238499
638.0,,,0.4895,0.025833,30.400999,0.240236
638.1,,,0.4895,0.028223,30.400999,0.237796
638.2,,,0.4895,0.030614,30.400999,0.235357
638.3,,,0.4895,0.033004,30.400999,0.232917
638.4,,,0.4895,0.035395,30.400999,0.230478
638.5,,,0.4896,0.037785,30.400999,0.228038
638.6,,,0.4896,0.040176,30.400999,0.225599
638.7,,,0.4896,0.042567,30.400999,0.223159
638.8,,,0.4896,0.044957,30.400999,0.220720
638.9,,,0.4896,0.047348,30.400999,0.218280
639.0,,,0.4896,0.049738,30.400999,0.215841
639.1,,,0.4896,0.049720,30.400999,0.210849
639.2,,,0.4897,0.049701,30.400999,0.205858
639.3,,,0.4897,0.049683,30.400999,0.200867
639.4,,,0.4897,0.049664,30.400999,0.195875
639.5,,,0.4897,0.049646,30.400999,0.190884
639.6,,,0.4897,0.049627,30.400999,0.185893
639.7,,,0.4897,0.049609,30.400999,0.180901
639.8,,,0.4897,0.049591,30.400999,0.175910
639.9,,,0.4897,0.049572,30.400999,0.170919
640.0,,,0.4898,0.049554,30.400999,0.165927
640.1,,,0.4898,0.048766,30.400999,0.167649
640.2,,,0.4898,0.047978,30.400999,0.169370
640.3,,,0.4898,0.047190,30.400999,0.171092
640.4,,,0.4898,0.046403,30.400999,0.172813
640.5,,,0.4898,0.045615,30.400999,0.174535
640.6,,,0.4898,0.044827,30.400999,0.176257
640.7,,,0.4899,0.044039,30.400999,0.177978
640.8,,,0.4899,0.043252,30.400999,0.179700
640.9,,,0.4899,0.042464,30.400999,0.181421
641.0,,,0.4899,0.041676,30.400999,0.183143
641.1,,,0.4899,0.039563,30.400999,0.182443
641.2,,,0.4899,0.037451,30.400999,0.181744
641.3,,,0.4899,0.035338,30.400999,0.181045
641.4,,,0.4900,0.033225,30.400999,0.180345
641.5,,,0.4900,0.031113,30.400999,0.179646
641.6,,,0.4900,0.029000,30.400999,0.178947
641.7,,,0.4900,0.026887,30.400999,0.178247
641.8,,,0.4900,0.024774,30.400999,0.177548
641.9,,,0.4900,0.022662,30.400999,0.176848
642.0,,,0.4900,0.020549,30.400999,0.176149
642.1,,,0.4900,0.021705,30.400999,0.476110
642.2,,,0.4901,0.022862,30.400999,0.776072
642.3,,,0.4901,0.024018,30.400999,1.076033
642.4,,,0.4901,0.025175,30.400999,1.375995
642.5,,,0.4901,0.026331,30.400999,1.675956
642.6,,,0.4901,0.027487,30.400999,1.975917
642.7,,,0.4901,0.028644,30.400999,2.275879
642.8,,,0.4901,0.029800,30.400999,2.575840
642.9,,,0.4902,0.030957,30.400999,2.875802
643.0,,,0.4902,0.032113,30.400999,3.175763
643.1,,,0.4902,0.029985,30.400999,3.200518
643.2,,,0.4902,0.027858,30.400999,3.225273
643.3,,,0.4902,0.025730,30.400999,3.250029
643.4,,,0.4902,0.023602,30.400999,3.274784
643.5,,,0.4902,0.021474,30.400999,3.299539
643.6,,,0.4903,0.019347,30.400999,3.324294
643.7,,,0.4903,0.017219,30.400999,3.349049
643.8,,,0.4903,0.015091,30.400999,3.373804
643.9,,,0.4903,0.012963,30.400999,3.398560
644.0,,,0.4903,0.010836,30.400999,3.423315
644.1,,,0.4903,0.025641,30.400999,3.365015
644.2,,,0.4903,0.040446,30.400999,3.306715
644.3,,,0.4903,0.055251,30.400999,3.248416
644.4,,,0.4904,0.070056,30.400999,3.190116
644.5,,,0.4904,0.084862,30.400999,3.131816
644.6,,,0.4904,0.099667,30.400999,3.073517
644.7,,,0.4904,0.114472,30.400999,3.015217
644.8,,,0.4904,0.129277,30.400999,2.956918
644.9,,,0.4904,0.144083,30.400999,2.898618
645.0,,,0.4904,0.158888,30.400999,2.840318
645.1,,,0.4905,0.151466,30.400999,2.833876
645.2,,,0.4905,0.144045,30.400999,2.827434
645.3,,,0.4905,0.136623,30.400999,2.820993
645.4,,,0.4905,0.129201,30.400999,2.814551
645.5,,,0.4905,0.121780,30.400999,2.808109
645.6,,,0.4905,0.114358,30.400999,2.801667
645.7,,,0.4905,0.106937,30.400999,2.795225
645.8,,,0.4905,0.099515,30.400999,2.788783
645.9,,,0.4906,0.092094,30.400999,2.782341
646.0,,,0.4906,0.084672,30.400999,2.775900
646.1,,,0.4906,0.088083,30.400999,2.747254
646.2,,,0.4906,0.091493,30.400999,2.718608
646.3,,,0.4906,0.094904,30.400999,2.689962
646.4,,,0.4906,0.098315,30.400999,2.661316
646.5,,,0.4906,0.101725,30.400999,2.632670
646.6,,,0.4907,0.105136,30.400999,2.604025
646.7,,,0.4907,0.108547,30.400999,2.575379
646.8,,,0.4907,0.111957,30.400999,2.546733
646.9,,,0.4907,0.115368,30.400999,2.518087
647.0,,,0.4907,0.118779,30.400999,2.489441
647.1,,,0.4907,0.118043,30.400999,2.573150
647.2,,,0.4907,0.117307,30.400999,2.656859
647.3,,,0.4908,0.116571,30.400999,2.740568
647.4,,,0.4908,0.115835,30.400999,2.824277
647.5,,,0.4908,0.115099,30.400999,2.907986
647.6,,,0.4908,0.114363,30.400999,2.991695
647.7,,,0.4908,0.113627,30.400999,3.075404
647.8,,,0.4908,0.112892,30.400999,3.159113
647.9,,,0.4908,0.112156,30.400999,3.242822
648.0,,,0.4908,0.111420,30.400999,3.326531
648.1,,,0.4909,0.113364,30.400999,3.391212
648.2,,,0.4909,0.115308,30.400999,3.455894
648.3,,,0.4909,0.117252,30.400999,3.520575
648.4,,,0.4909,0.119196,30.400999,3.585257
648.5,,,0.4909,0.121140,30.400999,3.649938
648.6,,,0.4909,0.123085,30.400999,3.714619
648.7,,,0.4909,0.125029,30.400999,3.779301
648.8,,,0.4910,0.126973,30.400999,3.843982
648.9,,,0.4910,0.128917,30.400999,3.908664
649.0,,,0.4910,0.130861,30.400999,3.973345
649.1,,,0.4910,0.123274,30.400999,3.594870
649.2,,,0.4910,0.115688,30.400999,3.216394
649.3,,,0.4910,0.108101,30.400999,2.837918
649.4,,,0.4910,0.100514,30.400999,2.459442
649.5,,,0.4911,0.092927,30.400999,2.080967
649.6,,,0.4911,0.085341,30.400999,1.702491
649.7,,,0.4911,0.077754,30.400999,1.324015
649.8,,,0.4911,0.070167,30.400999,0.945539
649.9,,,0.4911,0.062580,30.400999,0.567064
650.0,,,0.4911,0.054993,30.400999,0.188588
650.1,,,0.4911,0.058448,30.400999,0.192924
650.2,,,0.4911,0.061902,30.400999,0.197260
650.3,,,0.4912,0.065356,30.400999,0.201597
650.4,,,0.4912,0.068811,30.400999,0.205933
650.5,,,0.4912,0.072265,30.400999,0.210269
650.6,,,0.4912,0.075719,30.400999,0.214605
650.7,,,0.4912,0.079174,30.400999,0.218942
650.8,,,0.4912,0.082628,30.400999,0.223278
650.9,,,0.4912,0.086082,30.400999,0.227614
651.0,,,0.4913,0.089536,30.400999,0.231950
651.1,,,0.4913,0.090279,30.400999,0.235250
651.2,,,0.4913,0.091021,30.400999,0.238549
651.3,,,0.4913,0.091763,30.400999,0.241849
651.4,,,0.4913,0.092505,30.400999,0.245149
651.5,,,0.4913,0.093247,30.400999,0.248448
651.6,,,0.4913,0.093989,30.400999,0.251748
651.7,,,0.4913,0.094731,30.400999,0.255047
651.8,,,0.4914,0.095473,30.400999,0.258347
651.9,,,0.4914,0.096215,30.400999,0.261646
652.0,,,0.4914,0.096957,30.400999,0.264946
652.1,,,0.4914,0.095732,30.400999,0.451057
652.2,,,0.4914,0.094508,30.400999,0.637168
652.3,,,0.4914,0.093283,30.400999,0.823278
652.4,,,0.4914,0.092058,30.400999,1.009389
652.5,,,0.4915,0.090833,30.400999,1.195500
652.6,,,0.4915,0.089608,30.400999,1.381611
652.7,,,0.4915,0.088383,30.400999,1.567722
652.8,,,0.4915,0.087158,30.400999,1.753832
652.9,,,0.4915,0.085933,30.400999,1.939943
653.0,,,0.4915,0.084709,30.400999,2.126054
653.1,,,0.4915,0.083900,30.400999,2.026018
653.2,,,0.4916,0.083092,30.400999,1.925982
653.3,,,0.4916,0.082283,30.400999,1.825946
653.4,,,0.4916,0.081475,30.400999,1.725911
653.5,,,0.4916,0.080666,30.400999,1.625875
653.6,,,0.4916,0.079858,30.400999,1.525839
653.7,,,0.4916,0.079050,30.400999,1.425803
653.8,,,0.4916,0.078241,30.400999,1.325767
653.9,,,0.4916,0.077433,30.400999,1.225731
654.0,,,0.4917,0.076624,30.400999,1.125696
654.1,,,0.4917,0.072617,30.400999,1.225951
654.2,,,0.4917,0.068609,30.400999,1.326206
654.3,,,0.4917,0.064602,30.400999,1.426461
654.4,,,0.4917,0.060594,30.400999,1.526716
654.5,,,0.4917,0.056587,30.400999,1.626971
654.6,,,0.4917,0.052580,30.400999,1.727226
654.7,,,0.4918,0.048572,30.400999,1.827481
654.8,,,0.4918,0.044565,30.400999,1.927736
654.9,,,0.4918,0.040557,30.400999,2.027991
655.0,,,0.4918,0.036550,30.400999,2.128246
655.1,,,0.4918,0.038803,30.400999,2.099544
655.2,,,0.4918,0.041057,30.400999,2.070842
655.3,,,0.4918,0.043310,30.400999,2.042140
655.4,,,0.4919,0.045563,30.400999,2.013438
655.5,,,0.4919,0.047817,30.400999,1.984736
655.6,,,0.4919,0.050070,30.400999,1.956034
655.7,,,0.4919,0.052324,30.400999,1.927332
655.8,,,0.4919,0.054577,30.400999,1.898630
655.9,,,0.4919,0.056831,30.400999,1.869928
656.0,,,0.4919,0.059084,30.400999,1.841226
656.1,,,0.4919,0.059157,30.400999,1.868678
656.2,,,0.4920,0.059230,30.400999,1.896129
656.3,,,0.4920,0.059302,30.400999,1.923580
656.4,,,0.4920,0.059375,30.400999,1.951032
656.5,,,0.4920,0.059448,30.400999,1.978483
656.6,,,0.4920,0.059520,30.400999,2.005935
656.7,,,0.4920,0.059593,30.400999,2.033386
656.8,,,0.4920,0.059666,30.400999,2.060837
656.9,,,0.4921,0.059739,30.400999,2.088289
657.0,,,0.4921,0.059811,30.400999,2.115740
657.1,,,0.4921,0.058378,30.400999,2.067534
657.2,,,0.4921,0.056944,30.400999,2.019329
657.3,,,0.4921,0.055511,30.400999,1.971123
657.4,,,0.4921,0.054077,30.400999,1.922917
657.5,,,0.4921,0.052644,30.400999,1.874711
657.6,,,0.4921,0.051211,30.400999,1.826506
657.7,,,0.4922,0.049777,30.400999,1.778300
657.8,,,0.4922,0.048344,30.400999,1.730094
657.9,,,0.4922,0.046910,30.400999,1.681888
658.0,,,0.4922,0.045477,30.400999,1.633683
658.1,,,0.4922,0.042301,30.400999,1.512969
658.2,,,0.4922,0.039126,30.400999,1.392255
658.3,,,0.4922,0.035951,30.400999,1.271541
658.4,,,0.4923,0.032776,30.400999,1.150827
658.5,,,0.4923,0.029601,30.400999,1.030113
658.6,,,0.4923,0.026425,30.400999,0.909400
658.7,,,0.4923,0.023250,30.400999,0.788686
658.8,,,0.4923,0.020075,30.400999,0.667972
658.9,,,0.4923,0.016900,30.400999,0.547258
659.0,,,0.4923,0.013724,30.400999,0.426544
659.1,,,0.4924,0.013994,30.400999,0.397044
659.2,,,0.4924,0.014264,30.400999,0.367545
659.3,,,0.4924,0.014534,30.400999,0.338045
659.4,,,0.4924,0.014804,30.400999,0.308545
659.5,,,0.4924,0.015074,30.400999,0.279045
659.6,,,0.4924,0.015345,30.400999,0.249545
659.7,,,0.4924,0.015615,30.400999,0.220045
659.8,,,0.4924,0.015885,30.400999,0.190545
659.9,,,0.4925,0.016155,30.400999,0.161045
660.0,,,0.4925,0.016425,30.400999,0.131546
660.1,,,0.4925,0.016311,30.400999,0.269910
660.2,,,0.4925,0.016198,30.400999,0.408274
660.3,,,0.4925,0.016084,30.400999,0.546638
660.4,,,0.4925,0.015971,30.400999,0.685002
660.5,,,0.4925,0.015857,30.400999,0.823366
660.6,,,0.4926,0.015744,30.400999,0.961731
660.7,,,0.4926,0.015631,30.400999,1.100095
660.8,,,0.4926,0.015517,30.400999,1.238459
660.9,,,0.4926,0.015404,30.400999,1.376823
661.0,,,0.4926,0.015290,30.400999,1.515187
661.1,,,0.4926,0.019114,30.400999,1.602251
661.2,,,0.4926,0.022938,30.400999,1.689314
661.3,,,0.4927,0.026762,30.400999,1.776377
661.4,,,0.4927,0.030586,30.400999,1.863441
661.5,,,0.4927,0.034410,30.400999,1.950504
661.6,,,0.4927,0.038234,30.400999,2.037567
661.7,,,0.4927,0.042057,30.400999,2.124631
661.8,,,0.4927,0.045881,30.400999,2.211694
661.9,,,0.4927,0.049705,30.400999,2.298757
662.0,,,0.4927,0.053529,30.400999,2.385820
662.1,,,0.4928,0.053935,30.400999,2.486627
662.2,,,0.4928,0.054341,30.400999,2.587434
662.3,,,0.4928,0.054748,30.400999,2.688241
662.4,,,0.4928,0.055154,30.400999,2.789048
