Time (s),Section,Text,Anger Score,RMS,Brightness,Motion
194.0,4,Long before help could arrive,0.3300,0.060562,30.400999,6.608584
194.1,4,Long before help could arrive,0.3300,0.058749,30.400999,5.948269
194.2,4,Long before help could arrive,0.3300,0.056935,30.400999,5.287954
194.3,4,Long before help could arrive,0.3300,0.055121,30.400999,4.627639
194.4,4,Long before help could arrive,0.3300,0.053308,30.400999,3.967325
194.5,4,Long before help could arrive,0.3300,0.051494,30.400999,3.307010
194.6,4,Long before help could arrive,0.3300,0.049680,30.400999,2.646695
194.7,4,Long before help could arrive,0.3300,0.047866,30.400999,1.986380
194.8,4,Long before help could arrive,0.3300,0.046053,30.400999,1.326065
194.9,4,Long before help could arrive,0.3300,0.044239,30.400999,0.665750
195.0,4,Long before help could arrive,0.3300,0.042425,30.400999,0.005435
195.1,4,Those four in particular,0.5000,0.046736,30.400999,0.550893
195.2,4,Those four in particular,0.5000,0.051047,30.400999,1.096351
195.3,4,Those four in particular,0.5000,0.055358,30.400999,1.641808
195.4,4,Those four in particular,0.5000,0.059669,30.400999,2.187266
195.5,4,Those four in particular,0.5000,0.063980,30.400999,2.732724
195.6,4,Those four in particular,0.5000,0.068292,30.400999,3.278181
195.7,4,Those four in particular,0.5000,0.072603,30.400999,3.823639
195.8,4,Those four in particular,0.5000,0.076914,30.400999,4.369097
195.9,4,Those four in particular,0.5000,0.081225,30.400999,4.914554
196.0,4,Those four in particular,0.5000,0.085536,30.400999,5.460012
196.1,4,Those four in particular,0.5000,0.082447,30.400999,5.335879
196.2,4,Those four in particular,0.5000,0.079358,30.400999,5.211746
196.3,4,Those four in particular,0.5000,0.076270,30.400999,5.087613
196.4,4,Those four in particular,0.5000,0.073181,30.400999,4.963480
196.5,4,Those four in particular,0.5000,0.070092,30.400999,4.839346
196.6,4,Those four in particular,0.5000,0.067003,30.400999,4.715213
196.7,4,Those four in particular,0.5000,0.063915,30.400999,4.591080
196.8,4,Those four in particular,0.5000,0.060826,30.400999,4.466947
196.9,4,Those four in particular,0.5000,0.057737,30.400999,4.342814
197.0,4,Those four in particular,0.5000,0.054649,30.400999,4.218681
197.1,4,They're back in more order than the others,0.1700,0.061019,30.400999,4.213947
197.2,4,They're back in more order than the others,0.1700,0.067389,30.400999,4.209214
197.3,4,They're back in more order than the others,0.1700,0.073759,30.400999,4.204480
197.4,4,They're back in more order than the others,0.1700,0.080130,30.400999,4.199746
197.5,4,They're back in more order than the others,0.1700,0.086500,30.400999,4.195013
197.6,4,They're back in more order than the others,0.1700,0.092870,30.400999,4.190279
197.7,4,They're back in more order than the others,0.1700,0.099240,30.400999,4.185545
197.8,4,They're back in more order than the others,0.1700,0.105611,30.400999,4.180811
197.9,4,They're back in more order than the others,0.1700,0.111981,30.400999,4.176078
198.0,4,They're back in more order than the others,0.1700,0.118351,30.400999,4.171344
198.1,4,They're back in more order than the others,0.1700,0.112082,30.400999,4.227181
198.2,4,They're back in more order than the others,0.1700,0.105813,30.400999,4.283017
198.3,4,They're back in more order than the others,0.1700,0.099544,30.400999,4.338854
198.4,4,They're back in more order than the others,0.1700,0.093275,30.400999,4.394690
198.5,4,They're back in more order than the others,0.1700,0.087006,30.400999,4.450527
198.6,4,They're back in more order than the others,0.1700,0.080737,30.400999,4.506364
198.7,4,They're back in more order than the others,0.1700,0.074468,30.400999,4.562200
198.8,4,They're back in more order than the others,0.1700,0.068199,30.400999,4.618037
198.9,4,They're back in more order than the others,0.1700,0.061930,30.400999,4.673873
199.0,4,They're back in more order than the others,0.1700,0.055661,30.400999,4.729710
199.1,4,A lot more,0.1700,0.058185,30.400999,4.668296
199.2,4,A lot more,0.1700,0.060708,30.400999,4.606883
199.3,4,A lot more,0.1700,0.063232,30.400999,4.545469
199.4,4,A lot more,0.1700,0.065756,30.400999,4.484056
199.5,4,A lot more,0.1700,0.068279,30.400999,4.422642
199.6,4,A lot more,0.1700,0.070803,30.400999,4.361229
199.7,4,A lot more,0.1700,0.073327,30.400999,4.299815
199.8,4,A lot more,0.1700,0.075851,30.400999,4.238402
199.9,4,A lot more,0.1700,0.078374,30.400999,4.176988
200.0,4,A lot more,0.1700,0.080898,30.400999,4.115574
200.1,4,A lot more,0.1700,0.080719,30.400999,4.137967
200.2,4,A lot more,0.1700,0.080540,30.400999,4.160360
200.3,4,A lot more,0.1700,0.080361,30.400999,4.182753
200.4,4,A lot more,0.1700,0.080182,30.400999,4.205146
200.5,4,A lot more,0.1700,0.080003,30.400999,4.227539
200.6,4,A lot more,0.1700,0.079824,30.400999,4.249932
200.7,4,A lot more,0.1700,0.079645,30.400999,4.272325
200.8,4,A lot more,0.1700,0.079466,30.400999,4.294718
200.9,4,A lot more,0.1700,0.079288,30.400999,4.317111
201.0,4,A lot more,0.1700,0.079109,30.400999,4.339504
201.1,,,0.1735,0.087823,30.400999,4.320470
201.2,,,0.1770,0.096537,30.400999,4.301436
201.3,,,0.1805,0.105251,30.400999,4.282401
201.4,,,0.1840,0.113965,30.400999,4.263367
201.5,,,0.1875,0.122680,30.400999,4.244333
201.6,,,0.1910,0.131394,30.400999,4.225298
201.7,,,0.1945,0.140108,30.400999,4.206264
201.8,,,0.1980,0.148822,30.400999,4.187230
201.9,,,0.2015,0.157537,30.400999,4.168195
202.0,,,0.2050,0.166251,30.400999,4.149161
202.1,,,0.2085,0.157000,30.400999,4.076679
202.2,,,0.2120,0.147748,30.400999,4.004198
202.3,,,0.2155,0.138497,30.400999,3.931716
202.4,,,0.2190,0.129246,30.400999,3.859234
202.5,,,0.2225,0.119994,30.400999,3.786753
202.6,,,0.2260,0.110743,30.400999,3.714271
202.7,,,0.2295,0.101492,30.400999,3.641789
202.8,,,0.2330,0.092240,30.400999,3.569308
202.9,,,0.2365,0.082989,30.400999,3.496826
203.0,,,0.2400,0.073738,30.400999,3.424345
203.1,,,0.2435,0.072646,30.400999,3.454262
203.2,,,0.2470,0.071554,30.400999,3.484180
203.3,,,0.2505,0.070462,30.400999,3.514098
203.4,,,0.2540,0.069370,30.400999,3.544016
203.5,,,0.2575,0.068278,30.400999,3.573934
203.6,,,0.2610,0.067186,30.400999,3.603852
203.7,,,0.2645,0.066094,30.400999,3.633769
203.8,,,0.2680,0.065002,30.400999,3.663687
203.9,,,0.2715,0.063911,30.400999,3.693605
204.0,,,0.2750,0.062819,30.400999,3.723523
204.1,,,0.2785,0.061607,30.400999,3.718777
204.2,,,0.2820,0.060395,30.400999,3.714030
204.3,,,0.2855,0.059183,30.400999,3.709284
204.4,,,0.2890,0.057971,30.400999,3.704538
204.5,,,0.2925,0.056759,30.400999,3.699791
204.6,,,0.2960,0.055547,30.400999,3.695045
204.7,,,0.2995,0.054336,30.400999,3.690299
204.8,,,0.3030,0.053124,30.400999,3.685552
204.9,,,0.3065,0.051912,30.400999,3.680806
205.0,,,0.3100,0.050700,30.400999,3.676060
205.1,,,0.3135,0.049771,30.400999,3.536784
205.2,,,0.3170,0.048842,30.400999,3.397508
205.3,,,0.3205,0.047912,30.400999,3.258233
205.4,,,0.3240,0.046983,30.400999,3.118957
205.5,,,0.3275,0.046054,30.400999,2.979681
205.6,,,0.3310,0.045125,30.400999,2.840406
205.7,,,0.3345,0.044195,30.400999,2.701130
205.8,,,0.3380,0.043266,30.400999,2.561855
205.9,,,0.3415,0.042337,30.400999,2.422579
206.0,,,0.3450,0.041408,30.400999,2.283303
206.1,,,0.3485,0.042404,30.400999,2.279477
206.2,,,0.3520,0.043399,30.400999,2.275651
206.3,,,0.3555,0.044395,30.400999,2.271824
206.4,,,0.3590,0.045391,30.400999,2.267998
206.5,,,0.3625,0.046387,30.400999,2.264172
206.6,,,0.3660,0.047382,30.400999,2.260345
206.7,,,0.3695,0.048378,30.400999,2.256519
206.8,,,0.3730,0.049374,30.400999,2.252692
206.9,,,0.3765,0.050370,30.400999,2.248866
207.0,4,It's our job to close this gate,0.3800,0.051366,30.400999,2.245040
207.1,4,It's our job to close this gate,0.3800,0.053084,30.400999,2.335200
207.2,4,It's our job to close this gate,0.3800,0.054802,30.400999,2.425361
207.3,4,It's our job to close this gate,0.3800,0.056520,30.400999,2.515522
207.4,4,It's our job to close this gate,0.3800,0.058238,30.400999,2.605683
207.5,4,It's our job to close this gate,0.3800,0.059956,30.400999,2.695843
207.6,4,It's our job to close this gate,0.3800,0.061675,30.400999,2.786004
207.7,4,It's our job to close this gate,0.3800,0.063393,30.400999,2.876165
207.8,4,It's our job to close this gate,0.3800,0.065111,30.400999,2.966326
207.9,4,It's our job to close this gate,0.3800,0.066829,30.400999,3.056486
208.0,4,It's our job to close this gate,0.3800,0.068547,30.400999,3.146647
208.1,4,It's our job to close this gate,0.3800,0.066504,30.400999,2.833044
208.2,4,It's our job to close this gate,0.3800,0.064461,30.400999,2.519440
208.3,4,It's our job to close this gate,0.3800,0.062417,30.400999,2.205837
208.4,4,It's our job to close this gate,0.3800,0.060374,30.400999,1.892233
208.5,4,It's our job to close this gate,0.3800,0.058331,30.400999,1.578630
208.6,4,It's our job to close this gate,0.3800,0.056287,30.400999,1.265026
208.7,4,It's our job to close this gate,0.3800,0.054244,30.400999,0.951423
208.8,4,It's our job to close this gate,0.3800,0.052201,30.400999,0.637819
208.9,4,It's our job to close this gate,0.3800,0.050157,30.400999,0.324216
209.0,4,It's our job to close this gate,0.3800,0.048114,30.400999,0.010612
209.1,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.050734,30.400999,0.178964
209.2,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.053354,30.400999,0.347316
209.3,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.055973,30.400999,0.515668
209.4,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.058593,30.400999,0.684020
209.5,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.061213,30.400999,0.852372
209.6,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.063833,30.400999,1.020723
209.7,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.066452,30.400999,1.189075
209.8,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.069072,30.400999,1.357427
209.9,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.071692,30.400999,1.525779
210.0,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.074312,30.400999,1.694131
210.1,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.074161,30.400999,1.918554
210.2,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.074011,30.400999,2.142977
210.3,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.073861,30.400999,2.367401
210.4,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.073711,30.400999,2.591824
210.5,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.073561,30.400999,2.816247
210.6,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.073410,30.400999,3.040670
210.7,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.073260,30.400999,3.265094
210.8,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.073110,30.400999,3.489517
210.9,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.072960,30.400999,3.713940
211.0,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.072810,30.400999,3.938363
211.1,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.078320,30.400999,3.824681
211.2,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.083829,30.400999,3.710999
211.3,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.089339,30.400999,3.597317
211.4,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.094849,30.400999,3.483634
211.5,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.100359,30.400999,3.369952
211.6,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.105869,30.400999,3.256270
211.7,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.111379,30.400999,3.142588
211.8,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.116889,30.400999,3.028905
211.9,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.122399,30.400999,2.915223
212.0,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.127909,30.400999,2.801541
212.1,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.119395,30.400999,2.783434
212.2,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.110880,30.400999,2.765326
212.3,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.102366,30.400999,2.747218
212.4,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.093852,30.400999,2.729111
212.5,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.085338,30.400999,2.711004
212.6,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.076823,30.400999,2.692896
212.7,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.068309,30.400999,2.674789
212.8,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.059795,30.400999,2.656681
212.9,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.051281,30.400999,2.638573
213.0,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.042766,30.400999,2.620466
213.1,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.042088,30.400999,2.359890
213.2,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.041409,30.400999,2.099313
213.3,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.040730,30.400999,1.838737
213.4,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.040052,30.400999,1.578161
213.5,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.039373,30.400999,1.317584
213.6,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.038694,30.400999,1.057008
213.7,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.038016,30.400999,0.796432
213.8,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.037337,30.400999,0.535855
213.9,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.036659,30.400999,0.275279
214.0,4,We have to make sure the dungeon boss goes down no matter what,0.5600,0.035980,30.400999,0.014703
214.1,4,Do you fear me?,0.5300,0.040243,30.400999,0.021159
214.2,4,Do you fear me?,0.5300,0.044506,30.400999,0.027616
214.3,4,Do you fear me?,0.5300,0.048769,30.400999,0.034072
214.4,4,Do you fear me?,0.5300,0.053032,30.400999,0.040529
214.5,4,Do you fear me?,0.5300,0.057296,30.400999,0.046985
214.6,4,Do you fear me?,0.5300,0.061559,30.400999,0.053442
214.7,4,Do you fear me?,0.5300,0.065822,30.400999,0.059899
214.8,4,Do you fear me?,0.5300,0.070085,30.400999,0.066355
214.9,4,Do you fear me?,0.5300,0.074348,30.400999,0.072812
215.0,4,Do you fear me?,0.5300,0.078611,30.400999,0.079268
215.1,4,Do you fear me?,0.5300,0.078239,30.400999,0.087741
215.2,4,Do you fear me?,0.5300,0.077868,30.400999,0.096213
215.3,4,Do you fear me?,0.5300,0.077496,30.400999,0.104686
215.4,4,Do you fear me?,0.5300,0.077124,30.400999,0.113159
215.5,4,Do you fear me?,0.5300,0.076753,30.400999,0.121631
215.6,4,Do you fear me?,0.5300,0.076381,30.400999,0.130104
215.7,4,Do you fear me?,0.5300,0.076009,30.400999,0.138577
215.8,4,Do you fear me?,0.5300,0.075637,30.400999,0.147049
215.9,4,Do you fear me?,0.5300,0.075266,30.400999,0.155522
216.0,4,Do you fear me?,0.5300,0.074894,30.400999,0.163994
216.1,4,Do you fear me?,0.5300,0.070080,30.400999,0.595398
216.2,4,Do you fear me?,0.5300,0.065267,30.400999,1.026802
216.3,4,Do you fear me?,0.5300,0.060453,30.400999,1.458206
216.4,4,Do you fear me?,0.5300,0.055640,30.400999,1.889610
216.5,4,Do you fear me?,0.5300,0.050826,30.400999,2.321013
216.6,4,Do you fear me?,0.5300,0.046013,30.400999,2.752417
216.7,4,Do you fear me?,0.5300,0.041199,30.400999,3.183821
216.8,4,Do you fear me?,0.5300,0.036385,30.400999,3.615225
216.9,4,Do you fear me?,0.5300,0.031572,30.400999,4.046629
217.0,4,Do you fear me?,0.5300,0.026758,30.400999,4.478033
217.1,4,Do you fear me?,0.5300,0.028334,30.400999,4.627624
217.2,4,Do you fear me?,0.5300,0.029909,30.400999,4.777214
217.3,4,Do you fear me?,0.5300,0.031484,30.400999,4.926805
217.4,4,Do you fear me?,0.5300,0.033060,30.400999,5.076396
217.5,4,Do you fear me?,0.5300,0.034635,30.400999,5.225987
217.6,4,Do you fear me?,0.5300,0.036210,30.400999,5.375578
217.7,4,Do you fear me?,0.5300,0.037786,30.400999,5.525169
217.8,4,Do you fear me?,0.5300,0.039361,30.400999,5.674760
217.9,4,Do you fear me?,0.5300,0.040937,30.400999,5.824351
218.0,4,Do you fear me?,0.5300,0.042512,30.400999,5.973942
218.1,4,Painful humans,0.9100,0.051213,30.400999,5.701319
218.2,4,Painful humans,0.9100,0.059915,30.400999,5.428697
218.3,4,Painful humans,0.9100,0.068616,30.400999,5.156074
218.4,4,Painful humans,0.9100,0.077318,30.400999,4.883451
218.5,4,Painful humans,0.9100,0.086019,30.400999,4.610828
218.6,4,Painful humans,0.9100,0.094721,30.400999,4.338206
218.7,4,Painful humans,0.9100,0.103422,30.400999,4.065583
218.8,4,Painful humans,0.9100,0.112124,30.400999,3.792960
218.9,4,Painful humans,0.9100,0.120825,30.400999,3.520338
219.0,4,Painful humans,0.9100,0.129527,30.400999,3.247715
219.1,4,Painful humans,0.9100,0.125101,30.400999,3.016136
219.2,4,Painful humans,0.9100,0.120676,30.400999,2.784557
219.3,4,Painful humans,0.9100,0.116250,30.400999,2.552977
219.4,4,Painful humans,0.9100,0.111825,30.400999,2.321398
219.5,4,Painful humans,0.9100,0.107399,30.400999,2.089819
219.6,4,Painful humans,0.9100,0.102974,30.400999,1.858240
219.7,4,Painful humans,0.9100,0.098548,30.400999,1.626660
219.8,4,Painful humans,0.9100,0.094122,30.400999,1.395081
219.9,4,Painful humans,0.9100,0.089697,30.400999,1.163502
220.0,4,Painful humans,0.9100,0.085271,30.400999,0.931922
220.1,4,Painful humans,0.9100,0.090313,30.400999,0.981630
220.2,4,Painful humans,0.9100,0.095354,30.400999,1.031337
220.3,4,Painful humans,0.9100,0.100396,30.400999,1.081045
220.4,4,Painful humans,0.9100,0.105437,30.400999,1.130752
220.5,4,Painful humans,0.9100,0.110479,30.400999,1.180460
220.6,4,Painful humans,0.9100,0.115520,30.400999,1.230167
220.7,4,Painful humans,0.9100,0.120562,30.400999,1.279874
220.8,4,Painful humans,0.9100,0.125603,30.400999,1.329582
220.9,4,Painful humans,0.9100,0.130645,30.400999,1.379289
221.0,4,Painful humans,0.9100,0.135686,30.400999,1.428997
221.1,4,Painful humans,0.9100,0.131972,30.400999,1.718893
221.2,4,Painful humans,0.9100,0.128257,30.400999,2.008790
221.3,4,Painful humans,0.9100,0.124542,30.400999,2.298686
221.4,4,Painful humans,0.9100,0.120827,30.400999,2.588583
221.5,4,Painful humans,0.9100,0.117112,30.400999,2.878480
221.6,4,Painful humans,0.9100,0.113397,30.400999,3.168376
221.7,4,Painful humans,0.9100,0.109682,30.400999,3.458273
221.8,4,Painful humans,0.9100,0.105967,30.400999,3.748169
221.9,4,Painful humans,0.9100,0.102253,30.400999,4.038066
222.0,4,Painful humans,0.9100,0.098538,30.400999,4.327962
222.1,4,Painful humans,0.9100,0.094493,30.400999,4.178702
222.2,4,Painful humans,0.9100,0.090448,30.400999,4.029441
222.3,4,Painful humans,0.9100,0.086404,30.400999,3.880180
222.4,4,Painful humans,0.9100,0.082359,30.400999,3.730919
222.5,4,Painful humans,0.9100,0.078314,30.400999,3.581659
222.6,4,Painful humans,0.9100,0.074270,30.400999,3.432398
222.7,4,Painful humans,0.9100,0.070225,30.400999,3.283137
222.8,4,Painful humans,0.9100,0.066180,30.400999,3.133876
222.9,4,Painful humans,0.9100,0.062136,30.400999,2.984616
223.0,4,Painful humans,0.9100,0.058091,30.400999,2.835355
223.1,4,This can't be happening,0.8700,0.058620,30.400999,2.558812
223.2,4,This can't be happening,0.8700,0.059149,30.400999,2.282269
223.3,4,This can't be happening,0.8700,0.059679,30.400999,2.005726
223.4,4,This can't be happening,0.8700,0.060208,30.400999,1.729183
223.5,4,This can't be happening,0.8700,0.060737,30.400999,1.452640
223.6,4,This can't be happening,0.8700,0.061266,30.400999,1.176097
223.7,4,This can't be happening,0.8700,0.061795,30.400999,0.899554
223.8,4,This can't be happening,0.8700,0.062325,30.400999,0.623011
223.9,4,This can't be happening,0.8700,0.062854,30.400999,0.346468
224.0,4,This can't be happening,0.8700,0.063383,30.400999,0.069925
224.1,4,This can't be happening,0.8700,0.063703,30.400999,0.063747
224.2,4,This can't be happening,0.8700,0.064022,30.400999,0.057569
224.3,4,This can't be happening,0.8700,0.064342,30.400999,0.051391
224.4,4,This can't be happening,0.8700,0.064661,30.400999,0.045212
224.5,4,This can't be happening,0.8700,0.064981,30.400999,0.039034
224.6,4,This can't be happening,0.8700,0.065300,30.400999,0.032856
224.7,4,This can't be happening,0.8700,0.065620,30.400999,0.026678
224.8,4,This can't be happening,0.8700,0.065939,30.400999,0.020499
224.9,4,This can't be happening,0.8700,0.066259,30.400999,0.014321
225.0,4,This can't be happening,0.8700,0.066579,30.400999,0.008143
225.1,,,0.8567,0.070488,30.400999,0.007751
225.2,,,0.8433,0.074397,30.400999,0.007359
225.3,,,0.8300,0.078306,30.400999,0.006967
225.4,,,0.8167,0.082215,30.400999,0.006575
225.5,,,0.8033,0.086124,30.400999,0.006183
225.6,,,0.7900,0.090033,30.400999,0.005791
225.7,,,0.7767,0.093942,30.400999,0.005399
225.8,,,0.7633,0.097851,30.400999,0.005008
225.9,,,0.7500,0.101760,30.400999,0.004616
226.0,,,0.7367,0.105669,30.400999,0.004224
226.1,,,0.7233,0.099360,30.400999,0.490158
226.2,,,0.7100,0.093052,30.400999,0.976092
226.3,,,0.6967,0.086743,30.400999,1.462026
226.4,,,0.6833,0.080435,30.400999,1.947960
226.5,,,0.6700,0.074126,30.400999,2.433894
226.6,,,0.6567,0.067817,30.400999,2.919828
226.7,,,0.6433,0.061509,30.400999,3.405762
226.8,,,0.6300,0.055200,30.400999,3.891696
226.9,,,0.6167,0.048891,30.400999,4.377630
227.0,,,0.6033,0.042583,30.400999,4.863563
227.1,,,0.5900,0.041576,30.400999,5.052120
227.2,,,0.5767,0.040570,30.400999,5.240677
227.3,,,0.5633,0.039563,30.400999,5.429234
227.4,,,0.5500,0.038557,30.400999,5.617791
227.5,,,0.5367,0.037550,30.400999,5.806348
227.6,,,0.5233,0.036544,30.400999,5.994904
227.7,,,0.5100,0.035537,30.400999,6.183461
227.8,,,0.4967,0.034531,30.400999,6.372018
227.9,,,0.4833,0.033524,30.400999,6.560575
228.0,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.032518,30.400999,6.749132
228.1,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.035883,30.400999,6.739997
228.2,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.039248,30.400999,6.730862
228.3,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.042612,30.400999,6.721727
228.4,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.045977,30.400999,6.712592
228.5,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.049342,30.400999,6.703457
228.6,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.052707,30.400999,6.694322
228.7,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.056072,30.400999,6.685188
228.8,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.059437,30.400999,6.676053
228.9,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.062801,30.400999,6.666918
229.0,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.066166,30.400999,6.657783
229.1,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.067693,30.400999,6.670692
229.2,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.069219,30.400999,6.683602
229.3,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.070746,30.400999,6.696511
229.4,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.072272,30.400999,6.709421
229.5,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.073799,30.400999,6.722330
229.6,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.075326,30.400999,6.735239
229.7,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.076852,30.400999,6.748149
229.8,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.078379,30.400999,6.761058
229.9,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.079905,30.400999,6.773968
230.0,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.081432,30.400999,6.786877
230.1,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.079274,30.400999,6.804284
230.2,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.077117,30.400999,6.821690
230.3,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.074959,30.400999,6.839097
230.4,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.072802,30.400999,6.856503
230.5,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.070645,30.400999,6.873910
230.6,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.068487,30.400999,6.891316
230.7,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.066330,30.400999,6.908723
230.8,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.064172,30.400999,6.926130
230.9,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.062015,30.400999,6.943536
231.0,4,"Compared to him, it's like I'm a third-rate spellcaster",0.4700,0.059858,30.400999,6.960943
231.1,4,And that's being generous,0.4300,0.063359,30.400999,6.731103
231.2,4,And that's being generous,0.4300,0.066860,30.400999,6.501264
231.3,4,And that's being generous,0.4300,0.070361,30.400999,6.271425
231.4,4,And that's being generous,0.4300,0.073862,30.400999,6.041586
231.5,4,And that's being generous,0.4300,0.077363,30.400999,5.811747
231.6,4,And that's being generous,0.4300,0.080864,30.400999,5.581907
231.7,4,And that's being generous,0.4300,0.084365,30.400999,5.352068
231.8,4,And that's being generous,0.4300,0.087866,30.400999,5.122229
231.9,4,And that's being generous,0.4300,0.091368,30.400999,4.892390
232.0,4,And that's being generous,0.4300,0.094869,30.400999,4.662550
232.1,4,And that's being generous,0.4300,0.087536,30.400999,4.735115
232.2,4,And that's being generous,0.4300,0.080204,30.400999,4.807679
232.3,4,And that's being generous,0.4300,0.072872,30.400999,4.880243
232.4,4,And that's being generous,0.4300,0.065539,30.400999,4.952808
232.5,4,And that's being generous,0.4300,0.058207,30.400999,5.025372
232.6,4,And that's being generous,0.4300,0.050875,30.400999,5.097937
232.7,4,And that's being generous,0.4300,0.043542,30.400999,5.170501
232.8,4,And that's being generous,0.4300,0.036210,30.400999,5.243065
232.9,4,And that's being generous,0.4300,0.028878,30.400999,5.315630
233.0,4,And that's being generous,0.4300,0.021545,30.400999,5.388194
233.1,,,0.4427,0.025229,30.400999,5.000918
233.2,,,0.4553,0.028913,30.400999,4.613641
233.3,,,0.4680,0.032596,30.400999,4.226365
233.4,,,0.4807,0.036280,30.400999,3.839089
233.5,,,0.4933,0.039964,30.400999,3.451812
233.6,,,0.5060,0.043648,30.400999,3.064536
233.7,,,0.5187,0.047331,30.400999,2.677260
233.8,,,0.5313,0.051015,30.400999,2.289983
233.9,,,0.5440,0.054699,30.400999,1.902707
234.0,,,0.5567,0.058382,30.400999,1.515430
234.1,,,0.5693,0.059346,30.400999,1.373499
234.2,,,0.5820,0.060310,30.400999,1.231568
234.3,,,0.5947,0.061274,30.400999,1.089637
