Time (s),Brightness
7.6000000000000005,115.08848090277777
7.7,117.25629774305555
7.800000000000001,129.016640625
7.9,74.42362847222222
8.0,65.66421440972222
8.1,65.771015625
8.200000000000001,90.90072916666666
8.3,90.93836371527777
8.4,90.90809027777777
8.5,90.88055555555556
8.6,90.89473090277778
8.700000000000001,90.8137326388889
8.8,90.7675
8.9,91.82807725694444
9.0,91.76180555555555
9.1,91.70231336805556
9.200000000000001,91.82411458333333
9.3,91.85485243055555
9.4,91.77869357638889
9.5,93.45211805555556
9.600000000000001,76.5632421875
9.700000000000001,74.51614583333334
9.8,74.92856770833333
9.9,74.96431857638889
10.0,74.93104166666667
10.100000000000001,120.495703125
10.200000000000001,120.25575954861111
10.3,120.26393663194445
10.4,120.13532118055555
10.5,120.32546440972222
10.600000000000001,120.3348046875
10.700000000000001,120.64661024305556
10.8,120.74090711805556
10.9,136.23620225694444
11.0,139.99355034722223
11.100000000000001,113.20248697916666
11.200000000000001,112.79292534722222
11.3,118.40246527777778
11.4,118.49600694444445
11.5,85.31405815972222
11.600000000000001,89.78873697916667
11.700000000000001,67.79605034722222
11.8,61.14838975694445
11.9,88.30039496527777
12.0,92.30016927083334
12.100000000000001,25.80943576388889
12.200000000000001,53.25908420138889
12.3,30.749735243055557
12.4,34.5926171875
12.5,29.904379340277778
12.600000000000001,26.161631944444444
12.700000000000001,23.74197048611111
12.8,29.27242621527778
12.9,36.670017361111114
13.0,40.274249131944444
13.100000000000001,40.337109375
13.200000000000001,40.35050347222222
13.3,101.36833767361111
13.4,113.12407552083333
13.5,79.93057725694445
13.600000000000001,49.526996527777776
13.700000000000001,55.28512586805556
13.8,54.286484375
13.9,56.326610243055555
14.0,40.71876736111111
14.100000000000001,91.15677517361111
14.200000000000001,93.75892361111111
14.3,111.49950086805555
14.4,34.428671875
14.5,70.51421006944445
14.600000000000001,41.77658854166667
14.700000000000001,37.295863715277775
14.8,22.242473958333335
14.9,20.071905381944443
15.0,34.860234375
15.100000000000001,32.90267795138889
15.200000000000001,80.39533420138889
15.3,56.30271267361111
15.4,153.59045572916668
15.5,125.76157118055555
15.600000000000001,157.20560329861112
15.700000000000001,92.68172743055555
15.8,151.64084201388889
15.9,33.097690972222225
16.0,84.25559895833334
16.1,29.08419704861111
16.2,111.44563368055556
16.3,64.696953125
16.400000000000002,100.89480902777778
16.5,60.97780815972222
16.6,104.25707899305556
16.7,36.7329296875
16.8,43.94853732638889
16.900000000000002,28.2080078125
17.0,91.70353732638888
17.1,86.22807291666666
17.2,63.39903211805556
17.3,41.512065972222224
17.400000000000002,57.0583203125
17.5,77.04540798611112
17.6,81.37713107638889
17.7,61.321966145833336
17.8,98.37679253472223
17.900000000000002,39.16779947916667
18.0,95.31344618055556
18.1,49.092769097222224
18.2,96.61642361111112
18.3,54.22203559027778
18.400000000000002,55.08008680555555
18.5,49.01037760416666
18.6,115.15275173611111
18.7,39.968511284722226
18.8,33.01324652777778
18.900000000000002,32.59624565972222
19.0,64.4022482638889
19.1,59.53037760416667
19.200000000000003,89.9537890625
19.3,171.17624131944444
19.400000000000002,52.39857638888889
19.5,107.57319444444444
19.6,107.7312109375
19.700000000000003,181.02322482638888
19.8,253.71518229166668
19.900000000000002,235.1648654513889
20.0,232.34249131944443
20.1,246.38454427083335
20.200000000000003,240.70921006944445
20.3,226.25957899305556
20.400000000000002,187.62121961805556
20.5,162.7260503472222
20.6,164.63969618055555
20.700000000000003,189.15269097222222
20.8,201.81842013888888
20.900000000000002,198.2278515625
21.0,232.46565538194446
21.1,127.65862847222222
21.200000000000003,136.95252604166666
21.3,113.55792100694444
21.400000000000002,119.55421875
21.5,119.632265625
21.6,88.98126736111111
21.700000000000003,71.17315538194444
21.8,64.97066840277778
21.900000000000002,88.60098090277778
22.0,92.51094618055555
22.1,103.05551215277778
22.200000000000003,97.44419704861112
22.3,94.28599392361112
22.400000000000002,89.2675390625
22.5,82.06637152777778
22.6,130.98976128472222
22.700000000000003,131.82040364583332
22.8,131.68749565972223
22.900000000000002,102.35743055555555
23.0,102.31813368055556
23.1,102.33516493055555
23.200000000000003,128.74936197916668
23.3,113.2578515625
23.400000000000002,91.63903211805555
23.5,91.27506944444444
23.6,98.14763454861111
23.700000000000003,99.24448784722222
23.8,116.36333333333333
23.900000000000002,119.21696180555556
24.0,94.62365017361111
24.1,105.54736545138888
24.200000000000003,134.99572482638888
24.3,135.08210503472222
24.400000000000002,96.42809895833334
24.5,93.205390625
24.6,104.26706163194444
24.700000000000003,104.21529947916666
24.8,114.4365625
24.900000000000002,114.45065104166666
25.0,113.81095052083333
25.1,94.25483940972222
25.200000000000003,161.8758984375
25.3,111.21844618055556
25.400000000000002,107.78969184027778
25.5,113.77230034722223
25.6,103.65759114583334
25.700000000000003,103.85020833333333
25.8,89.88596354166667
25.900000000000002,91.37640625
26.0,117.34659288194445
26.1,115.80747829861112
26.200000000000003,114.72026909722223
26.3,111.57546440972222
26.400000000000002,93.35764322916667
26.5,127.308125
26.6,122.54316840277778
26.700000000000003,113.43318142361112
26.8,114.6364626736111
26.900000000000002,113.59263454861112
27.0,114.55914496527778
27.1,108.67155381944444
27.200000000000003,136.36414496527777
27.3,100.80814670138889
27.400000000000002,111.43879774305556
27.5,107.39414496527777
27.6,104.99762586805555
27.700000000000003,106.15879774305556
27.8,87.74862413194444
27.900000000000002,83.21722222222222
28.0,102.6379861111111
28.1,100.74057725694445
28.200000000000003,98.55826822916667
28.3,96.54114149305556
28.400000000000002,73.37852864583333
28.5,69.53180121527778
28.6,121.70569878472222
28.700000000000003,119.75372829861111
28.8,118.42430989583333
28.900000000000002,143.56555989583333
29.0,146.29182725694446
29.1,112.89547743055556
29.200000000000003,112.9278125
29.3,112.9373046875
29.400000000000002,112.93372829861111
29.5,147.15729600694445
29.6,146.6371310763889
29.700000000000003,147.339765625
29.8,113.22378472222222
29.900000000000002,114.29041666666667
30.0,112.73140625
30.1,99.33470052083334
30.200000000000003,103.51627170138889
30.3,101.24036892361111
30.400000000000002,101.12200520833333
30.5,101.17210069444444
30.6,101.74298177083334
30.700000000000003,104.4625390625
30.8,104.5618576388889
30.900000000000002,104.5619921875
31.0,103.89673177083333
31.1,103.42969184027778
31.200000000000003,103.55442708333334
31.3,103.18203993055556
31.400000000000002,103.17552083333334
31.5,101.57745659722222
31.6,119.29616319444445
31.700000000000003,85.20637152777778
31.8,84.00414496527777
31.900000000000002,87.26543402777777
32.0,86.96080295138889
32.1,112.07826822916667
32.2,107.97092881944444
32.300000000000004,95.03749131944444
32.4,21.731358506944446
32.5,90.2615625
32.6,107.2395486111111
32.7,58.268802083333334
32.800000000000004,120.5696267361111
32.9,92.6753125
33.0,114.61562934027778
33.1,98.73348090277777
33.2,101.61607638888889
33.300000000000004,99.52180989583333
33.4,156.01838541666666
33.5,65.37540364583333
33.6,145.95479600694443
33.7,104.21723090277777
33.800000000000004,146.278046875
33.9,124.28838107638889
34.0,115.66482638888888
34.1,79.14024739583333
34.2,157.6640451388889
34.300000000000004,158.61726996527779
34.4,140.1046875
34.5,137.2383376736111
34.6,137.38654947916666
34.7,126.31745225694445
34.800000000000004,159.10075086805554
34.9,122.92000868055555
35.0,140.47450086805554
35.1,152.46020399305556
35.2,121.25438802083333
35.300000000000004,131.63518229166667
35.4,161.47910590277777
35.5,158.99316840277777
35.6,139.45198784722223
35.7,87.25778645833333
35.800000000000004,65.9365234375
35.9,121.11440104166667
36.0,115.94286024305555
36.1,92.9761935763889
36.2,94.10890190972222
36.300000000000004,104.7651953125
36.4,103.32634548611111
36.5,118.88200954861111
36.6,112.59430555555555
36.7,91.81352864583333
36.800000000000004,91.69166666666666
36.9,91.6937890625
37.0,119.98865451388889
37.1,110.78694878472223
37.2,97.78063802083334
37.300000000000004,96.15128038194445
37.4,120.16818142361112
37.5,117.63315104166666
37.6,129.68734809027777
37.7,170.9105685763889
37.800000000000004,163.35285590277778
37.9,228.39012586805555
38.0,144.38
38.1,133.0518142361111
38.2,129.73155815972223
38.300000000000004,171.20263454861112
38.400000000000006,134.9746267361111
38.5,100.48634982638889
38.6,96.03809895833334
38.7,94.57401475694445
38.800000000000004,94.2614279513889
38.900000000000006,94.27656684027778
39.0,123.65872395833334
39.1,75.11796006944445
39.2,78.15831597222223
39.300000000000004,65.10741753472222
39.400000000000006,84.90151909722222
39.5,230.53979600694444
39.6,159.72459635416666
39.7,132.41266493055556
39.800000000000004,157.69286892361112
39.900000000000006,158.47469618055555
40.0,115.923359375
40.1,114.33838975694445
40.2,134.791015625
40.300000000000004,134.82411024305554
40.400000000000006,150.08559895833332
40.5,170.12295138888888
40.6,131.7089626736111
40.7,159.38390190972223
40.800000000000004,206.80376302083334
40.900000000000006,158.03898871527778
41.0,159.25753472222223
41.1,159.16005208333334
41.2,161.19288194444445
41.300000000000004,119.36018229166666
41.400000000000006,123.65018663194445
41.5,121.07329861111111
41.6,117.50144097222223
41.7,167.74467447916666
41.800000000000004,207.4898046875
41.900000000000006,224.49027777777778
42.0,175.4356467013889
42.1,149.75288194444445
42.2,222.69167100694443
42.300000000000004,218.00896701388888
42.400000000000006,215.91239149305557
42.5,212.58819444444444
42.6,210.49725260416668
42.7,164.09669270833334
42.800000000000004,163.91651909722222
42.900000000000006,163.93993055555555
43.0,178.66909722222223
43.1,178.29052083333335
43.2,174.08104600694443
43.300000000000004,173.94425347222221
43.400000000000006,201.8758984375
43.5,201.02228298611112
43.6,197.14983072916667
43.7,199.7239236111111
43.800000000000004,157.81503038194444
43.900000000000006,232.83710069444444
44.0,109.16873263888888
44.1,168.41762586805555
44.2,163.8877300347222
44.300000000000004,171.17495659722223
44.400000000000006,152.78582899305556
44.5,151.57380208333333
44.6,161.2101519097222
44.7,151.361015625
44.800000000000004,158.6239887152778
44.900000000000006,158.26099392361112
45.0,157.92297309027776
45.1,162.8340234375
45.2,141.87546006944444
45.300000000000004,151.31780815972223
45.400000000000006,151.7298046875
45.5,155.23836805555555
45.6,155.7563888888889
45.7,165.83207899305555
45.800000000000004,163.40760850694446
45.900000000000006,159.8937934027778
46.0,164.37047743055555
46.1,147.97916666666666
46.2,133.17753472222222
46.300000000000004,156.4892925347222
46.400000000000006,149.80536458333333
46.5,135.47352864583334
46.6,60.78733072916667
46.7,50.154895833333335
46.800000000000004,146.8268532986111
46.900000000000006,145.34137586805556
47.0,114.70260416666666
47.1,104.46883246527777
47.2,92.29018229166667
47.300000000000004,198.5889453125
47.400000000000006,80.4752734375
47.5,142.69308159722223
47.6,154.98190538194444
47.7,148.72747829861112
47.800000000000004,145.40014756944444
47.900000000000006,116.3266015625
48.0,133.88378472222223
48.1,155.43676649305556
48.2,136.96001302083334
48.300000000000004,172.90100694444445
48.400000000000006,140.49611979166667
48.5,155.63578993055555
48.6,168.07449652777777
48.7,117.61125
48.800000000000004,101.82048177083334
48.900000000000006,128.80936631944445
49.0,149.61796006944445
49.1,150.9884548611111
49.2,152.36789496527777
49.300000000000004,148.9677387152778
49.400000000000006,148.28333333333333
49.5,120.14583767361111
49.6,119.1849609375
49.7,86.93165364583334
49.800000000000004,87.29267361111111
49.900000000000006,78.53147569444444
50.0,112.80535590277778
50.1,113.20016927083333
50.2,147.08088975694446
50.300000000000004,151.0288324652778
50.400000000000006,127.42773003472222
50.5,126.1959201388889
50.6,87.58906684027778
50.7,90.4980859375
50.800000000000004,90.47036024305555
50.900000000000006,90.49524305555556
51.0,90.490546875
51.1,114.97091145833333
51.2,114.82559461805556
51.300000000000004,117.26452690972222
51.400000000000006,118.23073784722222
51.5,107.29344618055555
51.6,123.15433159722222
51.7,166.09515625
51.800000000000004,184.82770833333333
51.900000000000006,119.74129774305555
52.0,122.8700217013889
52.1,110.13842881944444
52.2,158.9174392361111
52.300000000000004,166.5557204861111
52.400000000000006,135.17337239583333
52.5,123.83645399305556
52.6,118.93675347222222
52.7,109.00068142361111
52.800000000000004,106.86412760416667
52.900000000000006,110.79304253472222
53.0,108.88177517361112
53.1,114.04965277777778
53.2,133.0094140625
53.300000000000004,131.47233506944445
53.400000000000006,128.52436631944445
53.5,110.46333333333334
53.6,108.37069444444444
53.7,127.11836805555555
53.800000000000004,128.18480034722222
53.900000000000006,147.38802083333334
54.0,123.03094184027778
54.1,123.23786892361112
54.2,126.5854296875
54.300000000000004,126.11040798611111
54.400000000000006,136.8334548611111
54.5,144.75084635416667
54.6,98.54655815972222
54.7,123.00101128472222
54.800000000000004,150.37792534722223
54.900000000000006,151.33440538194444
55.0,135.403203125
55.1,105.08749131944444
55.2,105.01494791666667
55.300000000000004,103.29446180555556
55.400000000000006,116.5578515625
55.5,119.42087673611111
55.6,132.3209157986111
55.7,122.73948350694444
55.800000000000004,109.76050347222223
55.900000000000006,109.56337239583333
56.0,112.74637152777778
56.1,127.52065972222222
56.2,127.53331163194444
56.300000000000004,127.47493923611111
56.400000000000006,131.66690972222221
56.5,113.1246657986111
56.6,113.02841145833334
56.7,113.0921484375
56.800000000000004,115.71375
56.900000000000006,138.32727864583333
57.0,136.44470052083332
57.1,143.01084635416666
57.2,145.08496961805557
57.300000000000004,128.65813802083332
57.400000000000006,127.76386284722223
57.5,128.19920572916666
57.6,122.6923828125
57.7,131.24240451388889
57.800000000000004,168.57694444444445
57.900000000000006,152.0965407986111
58.0,153.03295572916667
58.1,154.62837239583334
58.2,154.90504774305555
58.300000000000004,103.0933984375
58.400000000000006,104.2206857638889
58.5,106.07842013888889
58.6,109.220703125
58.7,115.859609375
58.800000000000004,118.57374131944445
58.900000000000006,108.0133029513889
59.0,110.11552083333333
59.1,111.823359375
59.2,132.58500868055555
59.300000000000004,141.6564887152778
59.400000000000006,144.9914670138889
59.5,111.406484375
59.6,84.02241753472222
59.7,121.50605034722223
59.800000000000004,125.58154079861112
59.900000000000006,161.36390625
60.0,116.3845095486111
60.1,111.42124565972222
60.2,67.68388888888889
60.300000000000004,115.71613715277778
60.400000000000006,88.436484375
60.5,201.34140625
60.6,227.02050347222223
60.7,251.63796440972223
60.800000000000004,253.93489149305555
60.900000000000006,253.93094184027777
61.0,253.94430989583333
61.1,118.34467013888889
61.2,157.7216970486111
61.300000000000004,105.48697482638889
61.400000000000006,102.92003038194444
61.5,101.37608506944444
61.6,101.35709635416667
61.7,98.11964409722222
61.800000000000004,98.44909288194444
61.900000000000006,98.29809027777777
62.0,96.6926736111111
62.1,97.2921875
62.2,97.60704427083333
62.300000000000004,96.00872829861112
62.400000000000006,96.58470052083334
62.5,138.05851996527778
62.6,138.1979470486111
62.7,138.27219618055557
62.800000000000004,138.13276041666666
62.900000000000006,138.24122395833334
63.0,136.69991319444443
63.1,127.80513020833334
63.2,127.76014756944444
63.300000000000004,127.81571180555555
63.400000000000006,114.48609809027778
63.5,114.48654079861112
63.6,150.27069444444444
63.7,150.52796875
63.800000000000004,150.4746875
63.900000000000006,150.44913194444445
64.0,150.27708333333334
64.10000000000001,150.01988715277778
64.2,253.99573784722222
64.3,254.22754774305557
64.4,253.3577951388889
64.5,229.68738715277777
64.60000000000001,183.71851996527778
64.7,162.74448350694445
64.8,162.07595486111111
64.9,128.51543836805556
65.0,148.6964626736111
65.10000000000001,147.68749565972223
65.2,153.2027126736111
65.3,99.7351171875
65.4,99.62250434027777
65.5,99.64542534722223
65.60000000000001,121.00851128472222
65.7,121.00655381944445
65.8,121.14315972222222
65.9,121.00504340277777
66.0,121.06644097222222
66.10000000000001,121.151171875
66.2,151.64541666666668
66.3,151.86733506944444
66.4,146.0472829861111
66.5,146.38776909722222
66.60000000000001,140.83181423611111
66.7,164.55700086805555
66.8,100.615234375
66.9,102.37896701388888
67.0,130.1777560763889
67.10000000000001,113.96978298611111
67.2,98.0569314236111
67.3,98.05803819444445
67.4,98.05766493055556
67.5,97.97286458333333
67.60000000000001,97.96684461805556
67.7,97.8443923611111
67.8,98.3115407986111
67.9,98.35469618055555
68.0,98.24038628472222
68.10000000000001,98.25467881944445
68.2,98.31186631944445
68.3,98.35690104166666
68.4,98.26480902777777
68.5,98.36384114583333
68.60000000000001,94.59694444444445
68.7,93.86078559027777
68.8,115.26470052083333
68.9,115.31365017361111
69.0,115.31999565972222
69.10000000000001,115.3349435763889
69.2,115.33974392361111
69.3,91.20157986111111
69.4,91.21936197916666
69.5,91.17996527777778
69.60000000000001,91.22325520833333
69.7,91.22477864583334
69.8,57.58743055555556
69.9,22.251145833333332
70.0,32.62838107638889
70.10000000000001,45.113194444444446
70.2,45.18299913194444
70.3,45.154561631944446
70.4,84.8715625
70.5,49.546046006944444
70.60000000000001,49.79620659722222
70.7,49.841085069444446
70.8,49.858020833333335
70.9,49.78539930555556
71.0,49.82296006944444
71.10000000000001,119.44896701388889
71.2,118.93591145833334
71.3,118.74245225694445
71.4,119.11838107638889
71.5,119.11526475694444
71.60000000000001,147.17950520833332
71.7,145.50975260416666
71.8,147.86662760416667
71.9,145.4661154513889
72.0,144.66016493055557
72.10000000000001,118.81035590277777
72.2,118.22962673611111
72.3,117.54466145833334
72.4,92.67104600694445
72.5,91.7882421875
72.60000000000001,88.80678385416667
72.7,79.94186197916666
72.8,131.42809027777778
72.9,136.03627604166667
73.0,129.66129774305554
73.10000000000001,128.18671006944444
73.2,133.47708333333333
73.3,90.31138888888889
73.4,130.89452690972223
73.5,126.45356770833334
73.60000000000001,116.17815104166667
73.7,117.6154904513889
73.8,117.40477864583333
73.9,84.02844184027778
74.0,84.20062934027777
74.10000000000001,111.97074652777778
74.2,112.11342881944445
74.3,103.37548177083333
74.4,91.77792100694444
74.5,87.74258680555556
74.60000000000001,80.90588975694445
74.7,74.71272569444444
74.8,68.70511284722222
74.9,60.66814670138889
75.0,60.01202690972222
75.10000000000001,109.67371527777777
75.2,109.64689670138888
75.3,109.6511111111111
75.4,84.88248697916667
75.5,83.8004904513889
75.60000000000001,82.90095052083333
75.7,79.77643229166667
75.8,81.37527777777778
75.9,77.55348524305556
76.0,77.55665364583334
76.10000000000001,69.28990451388889
76.2,69.3158203125
76.3,101.19562934027778
76.4,101.35272569444444
76.5,101.36595052083334
76.60000000000001,77.61362413194445
76.7,77.6289453125
76.80000000000001,77.55967447916667
76.9,92.1940625
77.0,92.877734375
77.10000000000001,77.5073828125
77.2,89.99466145833334
77.30000000000001,90.72674479166666
77.4,93.89782552083334
77.5,95.48981770833333
77.60000000000001,92.63234375
77.7,84.47482204861112
77.80000000000001,81.01884982638889
77.9,81.92043402777777
78.0,81.46129774305555
78.10000000000001,80.57638020833333
78.2,29.67776909722222
78.30000000000001,30.299852430555557
78.4,28.56822482638889
78.5,79.99639756944444
78.60000000000001,85.74975694444444
78.7,74.66749131944445
78.80000000000001,58.18143663194444
78.9,64.55213975694444
79.0,72.52635416666666
79.10000000000001,83.99770833333334
79.2,72.72115885416666
79.30000000000001,81.89844618055555
79.4,77.47331163194444
79.5,77.5632421875
79.60000000000001,77.49983506944444
79.7,77.6138888888889
79.80000000000001,77.60856336805556
79.9,87.99116753472222
80.0,88.23536024305555
80.10000000000001,88.00711371527778
80.2,88.01171006944445
80.30000000000001,88.24185763888889
80.4,88.24028211805556
80.5,30.807803819444445
80.60000000000001,22.814144965277777
80.7,21.838155381944443
80.80000000000001,83.862109375
80.9,83.89347222222223
81.0,73.87658854166666
81.10000000000001,77.5706814236111
81.2,74.69275607638889
81.30000000000001,80.11484809027777
81.4,84.98868489583333
81.5,76.870390625
81.60000000000001,93.12981770833333
81.7,88.32538194444444
81.80000000000001,68.03077690972222
81.9,70.67709635416666
82.0,67.56708333333333
82.10000000000001,64.46241319444445
82.2,43.77890625
82.30000000000001,43.79943142361111
82.4,43.81842881944444
82.5,43.81334635416667
82.60000000000001,43.78052517361111
82.7,98.01625
82.80000000000001,98.79726128472223
82.9,97.18114583333333
83.0,96.24416232638889
83.10000000000001,135.75500868055556
83.2,134.26479600694444
83.30000000000001,142.47881510416667
83.4,49.243328993055556
83.5,49.27550347222222
83.60000000000001,49.245390625
83.7,49.20733506944445
83.80000000000001,64.23942274305556
83.9,64.25582899305556
84.0,67.07372829861112
84.10000000000001,66.66211805555555
84.2,68.30825520833334
84.30000000000001,64.71077690972223
84.4,132.13190104166668
84.5,116.43578125
84.60000000000001,61.04612847222222
84.7,105.89401041666666
84.80000000000001,109.71549045138889
84.9,116.30325086805556
85.0,110.39776909722222
85.10000000000001,58.28911892361111
85.2,56.44912760416667
85.30000000000001,58.48170138888889
85.4,57.773120659722224
85.5,100.49069010416666
85.60000000000001,98.75942708333334
85.7,96.1914453125
85.80000000000001,100.4902734375
85.9,107.20176649305556
86.0,73.68095052083333
86.10000000000001,73.64051649305556
86.2,73.84053819444445
86.30000000000001,109.92284722222222
86.4,98.7842578125
86.5,103.43139756944444
86.60000000000001,97.54358506944445
86.7,96.14658854166667
86.80000000000001,90.41672743055555
86.9,94.58173611111111
87.0,96.59473524305555
87.10000000000001,95.62671875
87.2,84.15345052083333
87.30000000000001,74.15008246527778
87.4,96.46935329861111
87.5,97.00447916666667
87.60000000000001,94.97569010416667
87.7,79.54389756944444
87.80000000000001,77.13973090277777
87.9,77.75745659722222
88.0,86.51255642361112
88.10000000000001,84.45606336805555
88.2,83.89009982638889
88.30000000000001,74.86123697916666
88.4,87.98027777777777
88.5,91.1734939236111
88.60000000000001,97.38515190972223
88.7,100.9544357638889
88.80000000000001,100.946640625
88.9,11.064249131944445
89.0,50.8878515625
89.10000000000001,67.62
89.2,67.71718315972223
89.30000000000001,88.55474826388888
89.4,89.01106770833333
89.5,89.01217013888889
89.60000000000001,89.02641927083333
89.7,88.99263888888889
89.80000000000001,88.99922309027778
89.9,89.01087239583333
90.0,86.34521701388888
90.10000000000001,85.69762586805555
90.2,84.92329861111111
90.30000000000001,84.20632378472222
90.4,83.55897569444444
90.5,83.04753038194444
90.60000000000001,52.15144965277778
90.7,52.007161458333336
90.80000000000001,51.723567708333334
90.9,51.209071180555554
91.0,60.0796875
91.10000000000001,60.046245659722224
91.2,60.68376736111111
91.30000000000001,72.8795138888889
91.4,73.36802951388889
91.5,73.48971788194444
91.60000000000001,111.05590711805556
91.7,109.39361111111111
91.80000000000001,115.2823828125
91.9,76.94851996527778
92.0,77.35891059027777
92.10000000000001,64.5409982638889
92.2,64.38666232638889
92.30000000000001,131.10109375
92.4,42.815998263888886
92.5,42.74290364583333
92.60000000000001,42.62894965277778
92.7,42.48917534722222
92.80000000000001,42.37243489583334
92.9,42.27269097222222
93.0,42.78208333333333
93.10000000000001,42.765
93.2,43.178585069444445
93.30000000000001,144.41875868055556
93.4,144.33611979166668
93.5,136.0197873263889
93.60000000000001,64.28040798611111
93.7,63.27354600694444
93.80000000000001,48.046597222222225
93.9,41.264049479166665
94.0,66.88348524305556
94.10000000000001,44.82596788194444
94.2,53.57098524305555
94.30000000000001,71.35617621527778
94.4,88.99966145833334
94.5,102.67418402777778
94.60000000000001,111.82630642361111
94.7,120.66240885416667
94.80000000000001,64.37328993055556
94.9,70.67061197916667
95.0,75.38840711805555
95.10000000000001,95.21313802083333
95.2,97.93513454861112
95.30000000000001,98.11786458333333
95.4,99.11205295138889
95.5,99.73664930555556
95.60000000000001,127.82903211805555
95.7,128.07248697916665
95.80000000000001,121.2523220486111
95.9,122.50549479166666
96.0,143.3629513888889
96.10000000000001,143.31763454861112
96.2,141.10264756944446
96.30000000000001,141.34677517361112
96.4,141.11209635416665
96.5,140.9951953125
96.60000000000001,141.11342881944444
96.7,146.52207899305554
96.80000000000001,146.47307725694444
96.9,108.39216145833333
97.0,116.15915364583333
97.10000000000001,115.9805078125
97.2,115.77154513888888
97.30000000000001,82.17812934027778
97.4,82.16916232638889
97.5,82.17399305555556
97.60000000000001,81.98129340277778
97.7,81.98163628472223
97.80000000000001,82.1797048611111
97.9,102.53153645833333
98.0,102.3723046875
98.10000000000001,102.26637152777778
98.2,103.07794704861111
98.30000000000001,103.44979600694444
98.4,103.5819140625
98.5,172.37522135416665
98.60000000000001,170.02295138888888
98.7,170.1383420138889
98.80000000000001,170.15374131944444
98.9,0.04109375
99.0,0.04107204861111111
99.10000000000001,51.82622395833334
99.2,110.51241753472222
99.30000000000001,110.62725694444444
99.4,110.66113715277778
99.5,110.66637152777778
99.60000000000001,113.01792100694445
99.7,112.82782118055556
99.80000000000001,112.55983506944445
99.9,111.50858072916667
100.0,111.6669140625
100.10000000000001,111.96158854166667
100.2,111.98470486111111
100.30000000000001,112.06860243055556
100.4,112.11481336805555
100.5,112.07247395833333
100.60000000000001,112.16937934027777
100.7,112.15922309027778
100.80000000000001,111.77115885416667
100.9,108.57707899305555
101.0,110.18786024305555
101.10000000000001,110.891796875
101.2,110.54245225694444
101.30000000000001,110.06849826388888
101.4,109.7958029513889
101.5,109.81799913194445
101.60000000000001,108.66106336805555
101.7,108.78718315972222
101.80000000000001,113.43947482638889
101.9,121.71689670138889
102.0,129.29768663194446
102.10000000000001,134.660625
102.2,135.04463975694443
102.30000000000001,128.86364149305555
102.4,117.03519965277778
102.5,97.60037760416667
102.60000000000001,92.52623263888889
102.7,101.4904296875
102.80000000000001,112.88954861111111
102.9,113.22986979166667
103.0,113.56078993055556
103.10000000000001,113.7380859375
103.2,114.01620225694444
103.30000000000001,113.98429253472223
103.4,116.72517361111112
103.5,116.66118489583333
103.60000000000001,116.66935763888888
103.7,116.6038845486111
103.80000000000001,76.78865017361112
103.9,77.00300347222222
104.0,77.22495225694445
104.10000000000001,109.27291232638889
104.2,111.5861328125
104.30000000000001,114.36758246527778
104.4,117.54455729166666
104.5,114.46981770833334
104.60000000000001,113.0522265625
104.7,115.46372829861112
104.80000000000001,111.30897135416667
104.9,110.66851996527778
105.0,111.5576953125
105.10000000000001,111.63302517361112
105.2,111.59516493055555
105.30000000000001,111.40098090277777
