Time (s),Motion
442.0,0.52281547
443.0,0.5650431
444.0,0.12202277
445.0,0.25014383
446.0,0.41997346
447.0,0.17308144
448.0,0.22183083
449.0,0.66638935
450.0,0.7038895
451.0,1.367418
452.0,1.1071948
453.0,2.1556194
454.0,1.7995511
455.0,0.5358796
456.0,2.4000595
457.0,3.41991
458.0,4.3597093
459.0,4.95563
460.0,6.438755
461.0,11.136643
462.0,8.239151
463.0,3.6883383
464.0,5.704849
465.0,6.0439634
466.0,7.7580867
467.0,7.600601
468.0,5.1924624
469.0,10.451764
470.0,11.638785
471.0,6.6964192
472.0,8.369215
473.0,9.09307
474.0,7.8425717
475.0,5.491837
476.0,2.7580287
477.0,1.4286959
478.0,4.888282
479.0,4.0669127
480.0,7.5588226
481.0,8.663214
482.0,9.068598
483.0,8.561358
484.0,8.730541
485.0,7.149986
486.0,9.876887
487.0,12.835942
488.0,10.834662
489.0,9.462212
490.0,8.808052
491.0,5.206794
492.0,10.831732
493.0,3.4804425
494.0,10.4458065
495.0,8.712496
496.0,10.586923
497.0,3.4978855
498.0,5.3128195
499.0,9.260981
500.0,1.8944957
501.0,4.773549
502.0,4.9236093
503.0,13.251843
504.0,7.8641586
505.0,12.002066
506.0,3.5937269
507.0,2.096844
508.0,0.031928346
509.0,0.009407887
510.0,10.480549
511.0,0.017132709
512.0,9.192866
513.0,3.5387492
514.0,10.22605
515.0,8.018253
516.0,7.878339
517.0,6.60229
518.0,4.7296267
519.0,7.516746
520.0,10.0349
521.0,10.124307
522.0,14.732731
523.0,13.321327
524.0,9.665014
525.0,12.472714
526.0,11.056505
527.0,8.171781
528.0,3.4719331
529.0,5.8476434
530.0,2.5179057
531.0,9.500797
532.0,7.892675
533.0,8.417016
534.0,8.113342
535.0,5.0586476
536.0,8.6393795
537.0,8.234295
538.0,7.0761485
539.0,7.3877487
540.0,7.863159
541.0,10.993009
542.0,10.159259
543.0,13.092321
544.0,10.871227
545.0,9.737118
546.0,8.7579565
547.0,7.5179834
548.0,5.961903
549.0,10.718967
550.0,13.160064
551.0,4.7946906
552.0,2.6837103
553.0,12.030235
554.0,15.365215
555.0,13.503173
556.0,14.192002
557.0,13.200224
558.0,15.643717
559.0,3.3006585
560.0,11.731687
561.0,0.024578663
562.0,0.008953135
563.0,0.70434195
564.0,11.413297
565.0,0.08505661
566.0,0.03813821
567.0,6.5187893
568.0,9.539932
569.0,0.47159126
570.0,0.33880433
571.0,0.13292933
572.0,5.152565
573.0,4.972057
574.0,4.0926156
575.0,9.458008
576.0,15.58655
577.0,9.238958
578.0,10.63915
579.0,11.428873
580.0,8.628897
581.0,5.2714267
582.0,8.999597
583.0,8.317538
584.0,7.6429563
585.0,9.797885
586.0,8.266729
587.0,10.725132
588.0,10.605513
589.0,6.773709
590.0,10.413931
591.0,11.601581
592.0,12.533604
593.0,11.050024
594.0,9.823048
595.0,11.443476
596.0,10.90928
597.0,11.698442
598.0,13.029549
599.0,8.677299
600.0,8.621594
601.0,8.204361
602.0,11.11847
603.0,11.04581
604.0,14.338587
605.0,14.985614
606.0,9.721667
607.0,0.7816122
608.0,0.0001319427
609.0,0.0027364017
610.0,0.22039855
611.0,0.5721529
612.0,4.748713
613.0,9.463404
614.0,9.5850935
615.0,9.902304
616.0,9.994801
617.0,9.549323
618.0,10.168274
619.0,10.415856
620.0,9.622707
621.0,10.393408
622.0,9.867631
623.0,10.091909
624.0,9.315933
625.0,0.09614884
626.0,0.1438197
627.0,0.12486343
628.0,0.09319283
629.0,2.454129
630.0,4.1851635
631.0,0.07647975
632.0,0.07853649
633.0,10.659315
634.0,0.016035961
635.0,12.439905
636.0,0.30312946
637.0,0.13875227
638.0,0.109758876
639.0,0.1411186
640.0,0.18841779
641.0,11.177614
642.0,0.00050171145
643.0,0.00026146098
644.0,0.004786383
645.0,0.77079415
646.0,4.3382816
647.0,8.508768
648.0,4.692138
649.0,9.251436
650.0,3.5303972
651.0,3.737056
652.0,11.233756
653.0,0.109440476
654.0,0.061881382
655.0,10.658882
656.0,0.25012136
657.0,0.15131453
658.0,0.17272301
659.0,0.25317925
660.0,0.22294028
661.0,11.515611
662.0,4.6641726
663.0,8.013137
664.0,1.3780822
665.0,8.254707
666.0,5.410487
667.0,8.057446
668.0,0.43441483
669.0,6.940822
670.0,3.7687957
671.0,3.089848
672.0,0.041782897
673.0,0.03853678
674.0,8.502618
675.0,0.07540237
676.0,0.85995275
677.0,4.9074383
678.0,0.05261025
679.0,0.08652447
680.0,0.023239495
681.0,0.04304817
682.0,0.041271463
683.0,0.047118127
684.0,0.046826154
685.0,0.14217618
686.0,0.1420685
687.0,11.700056
688.0,0.22108866
689.0,0.22439267
690.0,0.040104672
691.0,0.23149036
692.0,8.433699
693.0,0.044796556
694.0,0.07746412
695.0,0.08684126
696.0,0.06480693
697.0,9.933638
698.0,5.8006105
699.0,0.42140803
700.0,2.8684256
701.0,0.07804391
702.0,0.037965678
703.0,8.946654
704.0,9.803064
705.0,3.9725935
706.0,0.14053649
707.0,0.07473421
708.0,0.11734536
709.0,0.12442256
710.0,9.239275
711.0,0.4339671
712.0,0.69116414
713.0,0.5128405
714.0,0.3141809
715.0,13.42953
716.0,1.3724371
717.0,1.7388012
718.0,2.0082068
719.0,1.6584002
720.0,10.951732
721.0,0.80665904
722.0,0.7012916
723.0,12.240795
724.0,11.0116415
725.0,9.826652
726.0,9.074036
727.0,12.972531
728.0,5.4243126
729.0,6.6756673
730.0,3.195951
731.0,10.885185
732.0,6.1818194
733.0,6.1095247
734.0,8.108502
735.0,9.093494
736.0,9.176231
737.0,10.809335
738.0,8.896525
739.0,0.33833554
740.0,7.809874
741.0,0.07666259
742.0,0.0702318
743.0,0.08483944
744.0,12.252746
745.0,0.086945355
746.0,2.5252929
747.0,1.0756423
748.0,13.667739
749.0,0.65356696
750.0,8.668018
751.0,0.51469535
752.0,0.029785492
753.0,10.0176115
754.0,15.711544
755.0,13.996509
756.0,13.6284
757.0,14.562208
758.0,11.86052
759.0,0.033563618
760.0,9.145346
761.0,0.13219519
762.0,9.025678
763.0,0.15178242
764.0,0.21646243
765.0,10.701494
766.0,3.8129895
767.0,3.587973
768.0,7.6530757
769.0,5.5082254
770.0,4.1723413
771.0,8.4903145
772.0,7.0283113
773.0,8.750155
774.0,6.613135
775.0,6.6207876
776.0,9.874435
777.0,9.438562
778.0,10.040583
779.0,7.903753
780.0,3.4825711
781.0,9.573338
782.0,1.9019163
783.0,1.9529568
784.0,5.588489
785.0,7.2458453
786.0,9.153748
787.0,9.032698
788.0,9.016758
789.0,8.954864
790.0,10.656741
791.0,7.2723327
792.0,7.915698
793.0,9.067512
794.0,1.5765398
795.0,3.7372108
796.0,0.4368798
797.0,0.02481585
798.0,9.189621
799.0,1.9211341
800.0,0.57042265
801.0,0.0321988
802.0,0.52801234
803.0,10.419664
804.0,10.843693
805.0,6.0285687
806.0,4.3312845
807.0,6.197297
808.0,7.389702
809.0,10.413892
810.0,5.1952834
811.0,10.585132
812.0,10.222128
813.0,8.752692
814.0,10.965227
815.0,10.97484
816.0,9.608856
817.0,10.216515
818.0,4.744581
819.0,5.8426914
820.0,5.4239945
821.0,5.911246
822.0,0.043050114
823.0,0.084910646
824.0,0.08925831
825.0,0.054041248
826.0,9.070192
827.0,1.3573627
828.0,1.0440105
829.0,1.5584329
830.0,10.180757
831.0,2.8032148
832.0,2.072713
833.0,5.1239486
834.0,0.09759175
835.0,0.09667829
836.0,0.038072117
837.0,6.3268595
838.0,0.37906963
839.0,0.25585377
840.0,0.26769584
841.0,0.30370754
842.0,0.2998716
843.0,7.199982
844.0,5.811451
845.0,9.351757
846.0,11.679008
847.0,6.6763854
848.0,8.452806
849.0,9.650588
850.0,10.068652
851.0,6.0464745
852.0,5.389531
853.0,6.325312
854.0,11.229207
855.0,3.781413
856.0,8.739928
857.0,8.000997
858.0,9.953161
859.0,12.323663
860.0,0.7324334
861.0,0.453162
862.0,10.373475
863.0,10.268366
864.0,7.2227316
865.0,8.2093
866.0,6.3535504
867.0,9.874576
868.0,12.405899
869.0,12.173526
870.0,12.152137
871.0,12.816288
872.0,10.082151
873.0,8.72303
874.0,7.857607
875.0,7.330361
876.0,12.217653
877.0,5.2541943
878.0,6.7490826
879.0,10.102339
880.0,8.184404
881.0,9.845792
882.0,11.993564
883.0,11.517552
884.0,6.212134
885.0,10.699806
886.0,6.767557
887.0,9.202481
888.0,3.5795412
889.0,1.2742726
890.0,1.1263535
891.0,0.03860655
892.0,8.096022
893.0,0.068587296
894.0,0.063812494
895.0,0.057652794
896.0,0.08166945
897.0,0.06149246
898.0,0.07139611
899.0,13.55357
900.0,2.909638
901.0,2.883281
902.0,2.8029537
903.0,2.7554018
904.0,2.6818116
905.0,10.436642
906.0,3.6352
907.0,3.566346
908.0,3.5368333
909.0,10.080159
910.0,0.9149318
911.0,0.838424
912.0,10.659193
913.0,3.9728544
914.0,0.44629085
915.0,7.482174
916.0,5.6885214
917.0,3.2912958
918.0,9.021884
919.0,1.0064195
920.0,13.576868
921.0,0.92649066
922.0,14.555858
923.0,9.656909
924.0,0.36736095
925.0,0.48629808
926.0,0.57899445
927.0,0.73842007
928.0,1.4243546
929.0,3.1103268
930.0,2.5019524
931.0,2.4391654
932.0,6.7297964
933.0,5.891914
934.0,3.2422779
935.0,13.744244
936.0,4.5280848
937.0,16.240229
938.0,12.940225
939.0,13.456377
940.0,14.510269
941.0,8.809869
942.0,9.9467745
943.0,12.738497
944.0,13.169854
945.0,16.81757
946.0,13.411214
947.0,11.514736
948.0,5.2697363
949.0,7.80224
950.0,11.077655
951.0,5.903971
952.0,4.546628
953.0,4.22317
954.0,2.678048
955.0,10.512497
956.0,1.3601998
957.0,10.493361
958.0,12.319846
959.0,8.349423
960.0,0.231259
961.0,9.564602
962.0,0.24113598
963.0,0.3920957
964.0,0.37597364
965.0,0.46909666
966.0,9.845414
967.0,1.444335
968.0,10.343196
969.0,8.386464
970.0,0.6810092
971.0,0.33027402
972.0,11.114122
973.0,0.03396953
974.0,0.030216878
975.0,0.12972377
976.0,0.027342856
977.0,0.09160561
978.0,9.2890005
979.0,0.21406072
980.0,0.28900295
981.0,3.0566118
982.0,4.665497
983.0,0.23328261
984.0,9.723197
985.0,10.95642
986.0,0.19848359
987.0,0.017530205
988.0,9.479975
989.0,4.802668e-05
990.0,0.005872314
991.0,0.047977883
992.0,0.06473976
993.0,0.05267462
994.0,0.056183748
995.0,2.12187
996.0,0.5955845
997.0,0.5600546
998.0,1.0487313
999.0,2.117522
1000.0,5.251944
1001.0,0.22464238
1002.0,0.17065671
1003.0,0.1582959
1004.0,0.1424026
1005.0,0.10981043
1006.0,2.9523034
1007.0,2.9568214
1008.0,2.063842
1009.0,3.2340467
1010.0,0.3846033
1011.0,0.40785742
1012.0,0.14923379
1013.0,0.083063625
1014.0,0.37054494
1015.0,3.877165
1016.0,1.4564526
1017.0,1.9153304
1018.0,2.221111
1019.0,3.2241447
1020.0,3.8975582
1021.0,4.167598
1022.0,4.3323827
1023.0,3.5501637
1024.0,4.2043433
1025.0,3.0171385
1026.0,3.5699978
1027.0,7.461241
1028.0,3.1252403
1029.0,2.941164
1030.0,2.7210238
1031.0,2.5198283
1032.0,2.3014874
1033.0,7.145832
1034.0,0.18159145
1035.0,0.09328813
1036.0,0.07286953
1037.0,4.094445
1038.0,0.044294134
1039.0,0.04732732
1040.0,2.7914138
1041.0,0.4515781
1042.0,0.6511336
1043.0,1.4822965
1044.0,3.775722
1045.0,5.529638
1046.0,6.6507125
1047.0,8.151327
1048.0,7.293001
1049.0,2.3394408
1050.0,0.5883712
1051.0,0.39008105
1052.0,1.6302801
1053.0,2.138583
1054.0,2.3874834
1055.0,2.526087
1056.0,2.620452
1057.0,5.0468006
1058.0,0.15557687
1059.0,0.05577322
1060.0,0.04877265
1061.0,0.051017363
1062.0,0.050503504
1063.0,0.5901864
1064.0,0.12543775
1065.0,3.3538797
1066.0,0.18398757
1067.0,0.24882145
1068.0,2.9664106
1069.0,4.986677
1070.0,3.1219614
1071.0,3.108251
1072.0,1.2525146
1073.0,3.3517733
1074.0,3.8440635
1075.0,0.04710473
1076.0,0.048681937
1077.0,0.885925
1078.0,0.7926499
1079.0,0.8069484
1080.0,0.12042237
1081.0,0.22710234
1082.0,1.5149957
1083.0,0.07063176
1084.0,0.73806286
1085.0,9.018254
1086.0,0.10213081
1087.0,0.09788725
1088.0,9.217814
1089.0,2.771052
1090.0,3.137463
1091.0,2.4179478
1092.0,0.2009744
1093.0,0.31510016
1094.0,0.35646674
1095.0,1.6135582
1096.0,4.1042376
1097.0,8.647676
1098.0,6.337083
1099.0,8.456412
1100.0,1.6574345
1101.0,1.5341293
1102.0,0.1894675
1103.0,4.2559037
1104.0,1.3222018
1105.0,1.3902403
1106.0,1.4782132
1107.0,2.072321
1108.0,2.711517
1109.0,0.16462071
1110.0,0.0652997
1111.0,0.064787276
1112.0,0.06868386
1113.0,0.06695793
1114.0,0.06395247
1115.0,3.3819323
1116.0,0.13886055
1117.0,0.10847571
1118.0,0.0864654
1119.0,0.13519005
1120.0,0.10467319
1121.0,0.0900148
1122.0,0.09029649
1123.0,0.09929276
1124.0,5.064339
1125.0,0.051288113
1126.0,0.045915954
1127.0,5.0813
1128.0,3.4555237
1129.0,3.7801235
1130.0,4.020167
1131.0,3.6967387
1132.0,3.8032575
1133.0,4.055401
1134.0,5.3645606
1135.0,1.3750504
1136.0,0.60311395
1137.0,4.3661184
1138.0,2.099965
1139.0,3.0862904
1140.0,1.5906897
1141.0,0.09540443
1142.0,2.5854163
1143.0,0.117571965
1144.0,5.4669456
1145.0,0.26621857
1146.0,0.14924525
1147.0,0.060391556
1148.0,0.07107385
1149.0,0.06470449
1150.0,2.1926327
1151.0,0.3904186
1152.0,0.06820736
1153.0,7.6571784
1154.0,0.021436144
1155.0,0.041656997
1156.0,0.03527481
1157.0,0.16986786
1158.0,0.1213407
1159.0,6.3783336
1160.0,0.60288066
1161.0,4.6586986
1162.0,0.9103067
1163.0,4.7996707
1164.0,1.2951294
1165.0,5.482134
1166.0,4.843258
1167.0,2.87325
1168.0,0.28419867
1169.0,0.34371725
1170.0,4.1277785
1171.0,0.07547298
1172.0,0.046445727
1173.0,0.04764881
1174.0,0.047069054
1175.0,1.4368839
1176.0,0.6850665
1177.0,1.0352356
1178.0,1.2479063
1179.0,4.108242
1180.0,1.6616918
1181.0,6.0986996
1182.0,10.123884
1183.0,7.0468655
1184.0,5.311576
1185.0,9.995084
1186.0,8.368523
1187.0,9.495801
1188.0,9.913196
1189.0,7.195115
1190.0,9.488094
1191.0,0.5113283
1192.0,4.4367385
1193.0,1.3331298
1194.0,1.3911483
1195.0,1.3943465
1196.0,3.6451187
1197.0,3.5575438
1198.0,3.781238
1199.0,1.4881815
1200.0,0.2393651
1201.0,0.09163298
1202.0,0.23676255
1203.0,0.16081841
1204.0,0.08389601
1205.0,0.08694114
1206.0,0.1537495
1207.0,2.1462872
1208.0,6.8487926
1209.0,1.2365873
1210.0,3.4167082
1211.0,0.22412542
1212.0,0.06298953
1213.0,0.060229667
1214.0,4.6571627
1215.0,0.062862836
1216.0,1.1472833
1217.0,5.197792
1218.0,9.79762
1219.0,11.004349
1220.0,0.061166354
1221.0,0.04260651
1222.0,0.023679122
1223.0,7.6996045
1224.0,0.16485168
1225.0,0.064550385
1226.0,0.27346805
1227.0,1.1414707
1228.0,0.9285667
1229.0,0.062501214
1230.0,4.96957
1231.0,0.045527406
1232.0,0.31483972
1233.0,0.87488294
1234.0,1.0923218
1235.0,0.05509585
1236.0,0.04990883
1237.0,0.048272993
1238.0,0.05084468
1239.0,0.61497694
1240.0,1.0612452
1241.0,2.9208436
1242.0,5.380253
1243.0,4.111481
1244.0,0.2047956
1245.0,2.5048063
1246.0,0.9639159
1247.0,2.4065406
1248.0,2.5721936
1249.0,1.0295973
1250.0,2.7206266
1251.0,3.900297
1252.0,1.3937576
1253.0,1.4749962
1254.0,2.2565207
1255.0,2.0225594
1256.0,0.56140715
1257.0,0.62134373
1258.0,3.8918655
1259.0,0.18132006
1260.0,8.391672
1261.0,0.13252339
1262.0,0.1250438
1263.0,6.3719134
1264.0,3.0078661
1265.0,6.1992197
1266.0,2.3392067
1267.0,4.379822
1268.0,5.3868637
1269.0,6.338043
1270.0,5.2204933
1271.0,3.886572
1272.0,1.5732201
1273.0,0.04815938
1274.0,6.9427443
1275.0,11.768011
1276.0,5.9452453
1277.0,16.449764
1278.0,8.236047
1279.0,9.246161
1280.0,9.810505
1281.0,10.845168
1282.0,14.924618
1283.0,2.231608
1284.0,15.873087
1285.0,14.492524
1286.0,15.740295
1287.0,12.809596
1288.0,7.70018
1289.0,4.8109026
1290.0,3.3285422
1291.0,4.4104424
1292.0,5.837305
1293.0,7.841532
1294.0,8.836721
1295.0,7.7335596
1296.0,8.101881
1297.0,7.764318
1298.0,7.824251
1299.0,5.3813663
1300.0,6.1753745
1301.0,12.638489
1302.0,12.789361
1303.0,9.392109
1304.0,8.0655575
1305.0,7.5880284
1306.0,10.042017
1307.0,4.695804
1308.0,9.86632
1309.0,7.060737
1310.0,8.184495
1311.0,6.9365406
1312.0,6.4237194
1313.0,6.2283983
1314.0,11.765773
1315.0,9.03473
1316.0,13.692008
1317.0,11.682232
1318.0,3.7312894
1319.0,2.877607
1320.0,2.8189282
1321.0,2.6705432
1322.0,3.5174515
1323.0,5.3415246
1324.0,11.156866
1325.0,8.01413
1326.0,5.4015102
1327.0,9.628744
1328.0,7.7081676
1329.0,13.573912
1330.0,9.585513
1331.0,17.474611
1332.0,19.749733
1333.0,19.269955
1334.0,12.18061
1335.0,11.077088
1336.0,7.808346
1337.0,6.777768
1338.0,7.427766
1339.0,6.923174
1340.0,7.7109656
1341.0,3.9958513
1342.0,2.1416366
1343.0,2.0317633
1344.0,1.7232538
1345.0,2.4667435
1346.0,4.085172
1347.0,1.8942367
1348.0,6.0723634
1349.0,5.5228586
1350.0,3.150082
1351.0,12.917954
1352.0,5.32065
1353.0,12.176902
1354.0,1.1218714
1355.0,0.41782182
1356.0,1.57719
1357.0,13.555624
1358.0,15.532471
1359.0,11.987428
1360.0,10.6034155
1361.0,8.480516
1362.0,5.1367726
1363.0,0.0022265858
1364.0,5.7274995
1365.0,6.160963
1366.0,4.3808866
1367.0,4.998343
1368.0,4.0266185
1369.0,9.345891
1370.0,5.3696594
1371.0,7.162883
1372.0,4.4565434
1373.0,5.3695297
1374.0,7.681877
1375.0,9.047527
1376.0,10.313423
1377.0,7.384194
1378.0,1.9313772
1379.0,8.978785
1380.0,12.159082
1381.0,14.884287
1382.0,6.846041
1383.0,12.200728
1384.0,7.9728665
1385.0,5.327904
1386.0,7.2054567
1387.0,7.7749805
1388.0,9.049628
1389.0,10.787741
1390.0,12.553457
1391.0,12.389074
1392.0,9.478928
1393.0,10.446075
1394.0,12.265402
1395.0,10.478936
1396.0,8.233214
1397.0,4.127092
1398.0,6.591467
1399.0,8.604397
1400.0,1.8037703
1401.0,7.883628
1402.0,12.458664
