Time (s),RMS
1344.0,0.065951765
1345.0,0.079707585
1346.0,0.0749874
1347.0,0.07424387
1348.0,0.07672935
1349.0,0.06910769
1350.0,0.06653758
1351.0,0.075880975
1352.0,0.06768197
1353.0,0.076934375
1354.0,0.08258407
1355.0,0.08150769
1356.0,0.07514051
1357.0,0.051040605
1358.0,0.05778754
1359.0,0.08369218
1360.0,0.07586046
1361.0,0.067722425
1362.0,0.07258723
1363.0,0.071589015
1364.0,0.03956068
1365.0,0.017195247
1366.0,0.043272104
1367.0,0.043088246
1368.0,0.062437575
1369.0,0.057603583
1370.0,0.0710416
1371.0,0.06946224
1372.0,0.034989163
1373.0,0.047944415
1374.0,0.062346235
1375.0,0.037708625
1376.0,0.083451144
1377.0,0.05077211
1378.0,0.072090395
1379.0,0.0063055526
1380.0,0.013287951
1381.0,0.05904363
1382.0,0.081135176
1383.0,0.08013533
1384.0,0.053071354
1385.0,0.08117716
1386.0,0.07178071
1387.0,0.06474863
1388.0,0.076630756
1389.0,0.07504639
1390.0,0.058313288
1391.0,0.056008745
1392.0,0.06602046
1393.0,0.057312593
1394.0,0.030836271
1395.0,0.016611464
1396.0,0.10213291
1397.0,0.110597715
1398.0,0.08671101
1399.0,0.02208617
1400.0,0.020596234
1401.0,0.019907199
1402.0,0.021215536
1403.0,0.022086523
1404.0,0.013367508
