Time (s),Motion
1394.0,4.8076015
1395.0,9.518077
1396.0,10.335482
1397.0,10.660219
1398.0,7.1497164
1399.0,11.17314
1400.0,13.365162
1401.0,9.845255
1402.0,11.15509
1403.0,6.767774
1404.0,13.367412
1405.0,9.523056
1406.0,3.8400857
1407.0,5.5076566
1408.0,8.029252
1409.0,12.210219
1410.0,15.449113
1411.0,15.130522
1412.0,14.185523
1413.0,5.341471e-05
1414.0,5.364709
1415.0,14.882714
1416.0,4.4034514
1417.0,3.7871833
1418.0,3.6575618
